Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
1;19;52.34;70.59;33.61;20.23;19;15.79;94.74;73.68;63.16;15.79;15.79;10.53;5.26;0;0;0;0;15.79;5.26;5.26;15.79;15.79;0;5.26;0;26.32;5.26;5.26;10.53;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.79;5.26;0;0;0;0;5.26;10.53;0;0;0;0;0;0;0;0;21.05;10.53;0;10.53;0;0;5.26;0;0;0;0;0;0;5.26;0;0;0;0;0;0;0;0;0;0;0;5.26;0;0;5.26;0;0;0;0;0;10.53;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0
1;79;83.34;55.15;90.41;59.98;79;21.52;86.08;63.29;54.43;8.86;8.86;6.33;1.27;0;0;1.27;0;15.19;11.39;2.53;15.19;10.13;2.53;8.86;0;16.46;3.8;2.53;2.53;1.27;1.27;1.27;1.27;0;1.27;0;1.27;0;0;0;0;0;2.53;2.53;0;0;0;0;0;0;0;0;7.59;0;0;0;0;0;0;7.59;0;0;0;0;1.27;0;0;1.27;8.86;5.06;1.27;2.53;1.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53;13.92;0;5.06;8.86;1.27;0;0;5.06;3.8;2.53;3.8;0;0;0;0;0;2.53;0;0;0;0;2.53;0;0
1;28;67.11;97.11;99;20.23;28;3.57;96.43;60.71;46.43;7.14;7.14;0;7.14;0;0;0;0;7.14;7.14;0;14.29;3.57;3.57;17.86;0;17.86;3.57;0;14.29;7.14;7.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.14;0;0;0;0;0;0;7.14;0;0;0;0;3.57;0;0;3.57;10.71;3.57;3.57;3.57;0;0;14.29;0;0;0;0;7.14;0;14.29;0;0;0;0;0;0;0;0;0;0;17.86;17.86;3.57;7.14;14.29;3.57;0;0;14.29;0;0;3.57;0;0;0;0;0;0;0;0;0;0;0;0;0
1;18;49.68;1;99;93.93;18;16.67;88.89;66.67;55.56;22.22;16.67;16.67;0;0;0;0;5.56;33.33;0;5.56;11.11;0;0;5.56;0;11.11;16.67;11.11;0;0;0;0;16.67;0;16.67;5.56;5.56;0;5.56;0;11.11;0;5.56;5.56;0;5.56;5.56;0;0;0;0;0;16.67;5.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.78;22.22;0;11.11;11.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;27;16.08;80.61;2.63;77.5;27;11.11;88.89;59.26;48.15;18.52;14.81;7.41;0;0;7.41;0;3.7;18.52;3.7;3.7;7.41;11.11;3.7;7.41;0;14.81;3.7;3.7;11.11;11.11;3.7;0;0;0;0;0;0;0;0;0;0;0;3.7;3.7;0;3.7;3.7;0;0;0;0;0;18.52;3.7;0;0;0;0;0;14.81;7.41;0;14.81;0;0;0;0;0;7.41;3.7;3.7;0;0;0;3.7;0;0;0;0;0;0;3.7;0;0;0;3.7;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;7.41;0;3.7;3.7;0;0;0;0;0;3.7;0;0;0;0;3.7;0;0
1;90;30.37;1;99;85.84;90;14.44;91.11;73.33;58.89;20;16.67;16.67;0;0;0;0;3.33;20;3.33;1.11;14.44;5.56;3.33;12.22;0;16.67;3.33;3.33;0;0;0;0;10;0;10;1.11;1.11;1.11;6.67;0;2.22;0;4.44;4.44;0;0;0;0;0;0;0;0;1.11;1.11;1.11;0;0;0;0;0;0;0;0;0;1.11;0;0;1.11;11.11;1.11;6.67;3.33;0;0;1.11;0;0;0;0;0;0;0;0;0;0;3.33;0;0;0;0;0;0;6.67;13.33;0;3.33;10;0;0;0;12.22;1.11;1.11;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0
1;42;70.33;54.27;92.84;57.46;42;11.9;90.48;69.05;57.14;21.43;14.29;7.14;0;0;2.38;4.76;7.14;21.43;7.14;9.52;16.67;2.38;4.76;4.76;0;9.52;2.38;7.14;2.38;2.38;0;0;0;0;0;0;0;0;0;0;0;0;2.38;2.38;0;0;0;0;0;0;0;0;11.9;2.38;0;0;0;0;0;9.52;2.38;0;4.76;0;0;0;0;0;7.14;4.76;0;0;2.38;0;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.52;9.52;0;2.38;7.14;0;0;0;11.9;0;2.38;0;0;0;0;0;0;4.76;0;0;0;0;4.76;0;0
1;38;80.4;70.59;99;61.63;38;5.26;84.21;71.05;57.89;15.79;15.79;7.89;5.26;0;0;2.63;0;18.42;10.53;2.63;13.16;7.89;0;5.26;0;15.79;7.89;5.26;10.53;5.26;5.26;0;10.53;0;10.53;7.89;0;2.63;0;0;0;0;2.63;2.63;0;0;0;0;0;0;0;0;7.89;0;0;0;0;0;0;7.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;0;0;0;0;0;0;10.53;13.16;0;7.89;5.26;0;0;0;5.26;0;0;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0
1;49;99;90.06;37.24;51.68;49;10.2;89.8;71.43;51.02;4.08;4.08;0;2.04;2.04;0;0;0;16.33;16.33;2.04;16.33;8.16;0;6.12;0;24.49;4.08;4.08;2.04;2.04;0;0;0;0;0;0;0;0;0;0;0;0;2.04;2.04;0;0;0;0;0;0;0;0;8.16;2.04;0;0;0;0;2.04;6.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.12;0;0;0;0;0;0;6.12;0;0;0;0;0;0;0;0;2.04;0;6.12;8.16;0;6.12;2.04;0;0;0;8.16;2.04;4.08;2.04;0;0;0;0;0;2.04;2.04;0;0;0;0;0;0
1;39;97.88;69.89;48.76;20.23;39;10.26;74.36;53.85;41.03;5.13;5.13;2.56;2.56;0;0;0;0;12.82;10.26;2.56;15.38;5.13;0;5.13;0;17.95;0;2.56;10.26;7.69;2.56;0;2.56;0;2.56;0;0;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69;2.56;0;0;0;0;0;5.13;2.56;0;0;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.13;5.13;0;2.56;5.13;0;0;0;10.26;0;5.13;5.13;0;0;0;0;0;0;0;0;0;0;0;0;0
1;39;97.88;40.06;81.58;60.52;39;15.38;92.31;71.79;56.41;10.26;7.69;5.13;2.56;0;0;0;2.56;20.51;15.38;0;17.95;5.13;2.56;5.13;0;17.95;5.13;0;5.13;5.13;0;0;0;0;0;0;0;0;0;0;0;0;12.82;7.69;5.13;0;0;0;0;0;0;0;7.69;5.13;2.56;0;0;2.56;0;2.56;0;0;0;0;2.56;2.56;0;0;7.69;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.13;17.95;0;2.56;10.26;2.56;2.56;0;5.13;0;7.69;5.13;0;0;0;0;0;0;0;0;0;0;0;0;0
1;49;32.77;19.33;87.61;20.23;49;6.12;89.8;71.43;67.35;18.37;14.29;10.2;2.04;0;2.04;0;4.08;20.41;4.08;0;14.29;12.24;4.08;6.12;0;18.37;4.08;8.16;6.12;6.12;0;0;8.16;2.04;6.12;2.04;0;0;4.08;0;4.08;0;0;0;0;0;0;0;0;0;0;0;10.2;2.04;2.04;0;0;0;0;8.16;0;4.08;4.08;0;0;0;0;0;4.08;4.08;0;0;0;0;8.16;0;0;0;0;2.04;0;6.12;0;0;0;0;0;0;0;0;0;0;4.08;10.2;0;0;10.2;0;0;0;0;0;4.08;8.16;0;0;0;0;0;0;0;0;0;0;0;0;0
1;25;63.53;40.06;63.35;99;25;28;92;64;44;12;4;0;4;0;0;0;8;12;4;4;12;8;0;8;0;16;8;8;8;8;0;0;8;0;8;0;0;0;0;0;8;0;8;8;0;4;4;0;0;0;0;0;12;8;0;0;0;0;0;4;0;0;0;0;4;0;0;4;8;8;0;0;0;0;4;0;0;0;0;0;0;4;0;8;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;8;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
1;62;32.41;68.33;99;44.38;62;12.9;100;80.65;69.35;12.9;11.29;6.45;4.84;0;0;0;1.61;9.68;3.23;4.84;22.58;17.74;6.45;11.29;0;22.58;6.45;6.45;12.9;8.06;3.23;1.61;8.06;0;8.06;4.84;1.61;1.61;0;0;0;0;1.61;1.61;0;0;0;0;0;0;0;0;6.45;0;0;0;0;0;0;6.45;0;1.61;0;0;1.61;0;1.61;0;0;0;0;0;0;0;1.61;0;0;0;0;0;0;1.61;0;0;0;3.23;0;0;0;0;0;0;4.84;19.35;0;6.45;11.29;0;1.61;0;6.45;1.61;8.06;4.84;0;0;0;0;0;0;0;0;0;0;0;0;0
1;22;32.02;1;99;20.23;22;9.09;95.45;63.64;50;13.64;13.64;13.64;0;0;0;0;0;18.18;9.09;9.09;9.09;4.55;13.64;9.09;0;9.09;0;9.09;0;0;0;0;4.55;0;4.55;0;0;0;0;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;4.55;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.27;0;13.64;13.64;0;0;0;13.64;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;71;85.13;18.73;99;20.23;71;21.13;87.32;66.2;47.89;8.45;5.63;2.82;0;2.82;0;0;2.82;15.49;7.04;8.45;12.68;4.23;2.82;7.04;0;14.08;4.23;11.27;1.41;0;0;1.41;11.27;0;11.27;2.82;1.41;0;0;0;7.04;0;0;0;0;0;0;0;0;0;0;0;2.82;0;0;0;0;0;0;2.82;0;0;0;0;0;0;0;0;4.23;0;0;4.23;0;0;2.82;0;0;0;0;0;0;0;0;1.41;0;1.41;0;0;0;0;0;0;4.23;14.08;0;5.63;7.04;1.41;0;0;5.63;2.82;7.04;0;1.41;1.41;0;0;0;0;0;0;0;0;0;0;0
1;18;98.16;92.24;77.17;99;18;22.22;94.44;61.11;55.56;16.67;11.11;5.56;5.56;0;0;0;5.56;27.78;16.67;0;16.67;5.56;0;0;0;11.11;0;0;16.67;16.67;5.56;0;0;0;0;0;0;0;0;0;0;0;11.11;11.11;0;5.56;5.56;0;0;0;0;0;16.67;5.56;0;0;0;0;0;11.11;5.56;0;0;5.56;0;0;0;0;5.56;5.56;0;0;0;0;5.56;0;0;0;0;0;0;5.56;0;0;0;0;0;0;0;0;0;0;5.56;5.56;0;5.56;0;0;0;0;11.11;0;5.56;5.56;0;0;0;0;0;5.56;0;0;0;0;5.56;0;0
1;17;7.78;93.56;46.57;95.42;17;29.41;82.35;64.71;52.94;23.53;11.76;5.88;5.88;0;0;0;11.76;5.88;0;0;11.76;5.88;11.76;5.88;0;11.76;11.76;0;11.76;11.76;0;0;5.88;0;5.88;0;0;0;0;5.88;0;0;5.88;5.88;0;0;0;0;0;0;0;0;11.76;0;0;0;0;0;0;11.76;5.88;0;5.88;0;0;0;0;0;5.88;5.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.65;0;0;11.76;5.88;0;0;0;0;5.88;0;0;0;0;0;0;11.76;0;0;0;0;11.76;0;0
1;206;58.88;37.27;92.9;49.98;206;11.65;90.78;77.67;66.5;10.19;8.25;4.37;3.88;0;0;0;1.94;14.08;8.74;0.97;18.93;13.59;5.34;10.19;1.94;21.36;4.37;4.37;6.8;4.37;2.43;0;13.11;0.49;12.14;2.91;1.46;1.94;1.94;0;3.88;0;2.91;2.43;0.49;1.94;1.46;0.49;0.49;0;0;0;7.28;0;0;0;0;0;0;5.83;0;0.49;0.97;0.97;0.49;0;0.49;0;3.4;1.46;0;1.94;0;0;1.46;0;0;0;0;0;0;1.46;0;0.49;0;0;1.46;0;0;0;0;0.97;10.19;13.59;0.97;2.43;9.22;1.94;0;0.97;5.34;2.43;4.37;3.4;0;0;0;0;0;0.97;0;0;0;0;0.97;0;0
1;71;36.45;64.99;31.69;94.32;71;14.08;84.51;69.01;56.34;12.68;8.45;1.41;4.23;0;2.82;0;4.23;9.86;5.63;0;14.08;15.49;4.23;7.04;1.41;23.94;5.63;1.41;8.45;5.63;2.82;0;11.27;0;11.27;2.82;1.41;0;4.23;0;5.63;0;5.63;5.63;0;1.41;1.41;0;0;0;0;0;12.68;4.23;0;0;0;0;1.41;8.45;0;1.41;2.82;1.41;0;0;0;0;2.82;0;0;2.82;0;0;2.82;2.82;0;2.82;0;0;0;2.82;0;0;0;0;0;0;0;0;0;1.41;9.86;7.04;0;0;4.23;2.82;0;0;4.23;4.23;2.82;7.04;0;0;0;0;0;1.41;0;0;0;0;1.41;0;0
1;41;27.64;99;75.67;98.92;41;17.07;90.24;60.98;53.66;12.2;12.2;4.88;7.32;0;0;0;0;14.63;4.88;4.88;9.76;9.76;2.44;14.63;0;12.2;4.88;7.32;17.07;17.07;0;0;0;0;0;0;0;0;0;0;0;0;7.32;7.32;0;0;0;0;0;0;0;0;19.51;0;0;0;0;0;0;19.51;7.32;4.88;2.44;2.44;0;0;0;0;0;0;0;0;0;0;2.44;0;0;0;0;0;0;2.44;0;0;0;0;0;0;0;0;0;0;7.32;9.76;0;2.44;9.76;0;0;0;4.88;0;2.44;4.88;0;0;0;0;0;4.88;0;0;0;0;4.88;0;0
1;101;89.52;4.08;98.18;95.66;101;7.92;91.09;69.31;55.45;10.89;8.91;8.91;0;0;0;0;1.98;13.86;11.88;2.97;16.83;2.97;4.95;9.9;0;12.87;5.94;2.97;0;0;0;0;5.94;0;5.94;0;0;0.99;2.97;0.99;1.98;0;5.94;5.94;0;0.99;0.99;0;0;0;0;0;1.98;0;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;5.94;2.97;1.98;0.99;0.99;0;7.92;1.98;0;1.98;0;0;0;3.96;0;0;0;1.98;0;0;0;0;0;0;8.91;11.88;0;1.98;8.91;0.99;0;1.98;8.91;0;0.99;7.92;0;0;0;0;0;4.95;0;0;0;0;3.96;0.99;0
1;15;96.08;10.48;63.35;20.23;15;6.67;86.67;60;53.33;6.67;6.67;6.67;0;0;0;0;0;6.67;6.67;13.33;26.67;13.33;0;6.67;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;6.67;0;0;0;0;13.33;0;0;0;0;0;0;13.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.33;0;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0
1;17;95.53;2.18;12.44;95.42;17;5.88;76.47;64.71;52.94;11.76;11.76;11.76;0;0;0;0;0;5.88;5.88;0;29.41;0;5.88;11.76;0;11.76;0;0;0;0;0;0;5.88;0;5.88;0;5.88;0;0;0;0;0;17.65;11.76;5.88;5.88;0;5.88;5.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.88;5.88;0;0;0;0;5.88;5.88;0;5.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;129;24.69;78.8;69.5;87.73;129;16.28;94.57;79.07;62.79;17.83;10.85;4.65;6.2;0;0;0;6.98;15.5;5.43;0.78;13.95;10.08;6.98;9.3;0.78;17.05;9.3;5.43;10.85;9.3;1.55;0.78;10.08;0.78;9.3;1.55;0;0.78;2.33;1.55;3.1;0;4.65;4.65;0;0.78;0.78;0;0;0;0;0;10.08;1.55;0.78;0;0;0;0;9.3;0;1.55;0;0;0;0;0;0;6.98;6.2;0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;1.55;0;0;0;0.78;0;0;10.85;10.08;2.33;0;6.2;2.33;0;0.78;6.2;1.55;3.88;0;0;0;0;0;0;0.78;0;0;0;0;0.78;0;0
1;82;98.8;21.1;87.24;58.42;82;13.41;79.27;53.66;43.9;7.32;6.1;6.1;0;0;0;0;1.22;9.76;6.1;9.76;23.17;3.66;1.22;3.66;0;12.2;1.22;1.22;4.88;3.66;1.22;0;1.22;0;1.22;1.22;0;0;0;0;0;0;2.44;2.44;0;0;0;0;0;0;0;0;4.88;2.44;0;0;0;0;0;2.44;0;0;0;0;0;0;0;0;3.66;1.22;0;1.22;1.22;0;2.44;0;0;0;0;1.22;0;2.44;0;0;0;2.44;0;0;0;0;0;0;9.76;10.98;0;1.22;9.76;0;0;0;6.1;0;0;6.1;1.22;1.22;0;0;0;6.1;0;0;0;0;1.22;4.88;0
1;62;74.04;11.07;99;20.23;62;12.9;90.32;70.97;62.9;8.06;6.45;4.84;1.61;0;0;0;1.61;17.74;9.68;0;17.74;9.68;1.61;16.13;0;12.9;8.06;4.84;4.84;1.61;3.23;0;4.84;0;4.84;0;0;0;0;0;4.84;0;0;0;0;0;0;0;0;0;0;0;4.84;3.23;0;0;0;0;3.23;1.61;0;0;0;0;0;0;0;0;3.23;0;0;3.23;0;0;1.61;0;0;0;0;0;0;1.61;0;0;0;1.61;0;0;0;0;0;0;9.68;12.9;0;4.84;6.45;1.61;0;0;17.74;0;3.23;3.23;0;0;0;0;0;1.61;0;0;0;0;1.61;0;0
1;19;67.62;3.34;99;20.23;19;10.53;100;68.42;47.37;10.53;5.26;5.26;0;0;0;0;5.26;10.53;0;15.79;15.79;5.26;0;10.53;0;15.79;10.53;15.79;0;0;0;0;10.53;0;10.53;0;0;0;10.53;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;0;5.26;0;0;0;0;21.05;0;5.26;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0
1;71;65.6;64.99;61.43;94.32;71;18.31;88.73;66.2;52.11;8.45;4.23;1.41;2.82;0;0;0;4.23;11.27;7.04;4.23;14.08;14.08;4.23;5.63;0;18.31;8.45;7.04;5.63;4.23;1.41;0;8.45;1.41;7.04;0;0;1.41;2.82;0;2.82;0;5.63;5.63;0;0;0;0;0;0;0;0;7.04;0;0;0;0;0;0;5.63;1.41;0;1.41;0;2.82;0;0;2.82;4.23;4.23;0;0;0;0;5.63;1.41;0;1.41;0;0;0;4.23;0;0;0;0;0;0;0;0;0;0;7.04;9.86;0;4.23;7.04;0;0;0;5.63;0;2.82;5.63;0;0;0;0;0;0;0;0;0;0;0;0;0
1;15;99;40.06;93.95;97.84;15;6.67;73.33;60;26.67;0;0;0;0;0;0;0;0;20;20;0;6.67;0;0;0;0;20;6.67;0;0;0;0;0;6.67;0;6.67;6.67;0;0;0;0;0;0;6.67;6.67;0;0;0;0;0;0;0;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;0;0;0;0;0;0;13.33;13.33;0;6.67;13.33;0;0;0;0;0;0;0;6.67;6.67;0;0;0;0;0;0;0;0;0;0;0
1;36;85.2;92.24;99;20.23;36;11.11;91.67;55.56;50;11.11;11.11;5.56;5.56;0;0;0;0;13.89;8.33;5.56;16.67;5.56;0;11.11;0;8.33;0;2.78;11.11;11.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;11.11;5.56;0;0;2.78;0;0;0;0;13.89;5.56;5.56;2.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;16.67;0;8.33;11.11;0;0;0;13.89;0;2.78;2.78;0;0;0;0;0;2.78;0;0;0;0;2.78;0;0
1;51;58.5;96.5;6.58;80.19;51;11.76;90.2;68.63;64.71;9.8;9.8;0;7.84;0;0;0;0;25.49;9.8;1.96;11.76;7.84;9.8;7.84;0;9.8;5.88;13.73;11.76;9.8;1.96;0;5.88;1.96;3.92;0;0;0;0;0;3.92;0;3.92;3.92;0;0;0;0;0;0;0;0;11.76;0;0;0;0;0;0;9.8;0;0;0;0;0;0;0;0;9.8;5.88;0;3.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.65;5.88;0;0;3.92;0;1.96;0;1.96;0;1.96;0;0;0;0;0;0;5.88;0;0;0;0;5.88;0;0
1;23;60.52;18.24;44.75;84.9;23;26.09;82.61;73.91;69.57;8.7;4.35;4.35;0;0;0;0;4.35;21.74;13.04;0;13.04;17.39;13.04;0;0;21.74;0;4.35;0;0;0;0;8.7;0;8.7;4.35;4.35;0;0;0;0;0;4.35;4.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.35;0;17.39;4.35;0;8.7;4.35;0;0;0;4.35;13.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;55;91.82;14.16;99;20.23;55;20;98.18;72.73;61.82;9.09;7.27;5.45;1.82;0;0;0;1.82;18.18;9.09;5.45;20;10.91;1.82;5.45;0;16.36;3.64;7.27;3.64;3.64;0;0;7.27;0;7.27;0;0;1.82;1.82;0;5.45;0;0;0;0;0;0;0;0;0;0;0;7.27;1.82;0;0;0;0;0;3.64;0;1.82;0;0;0;0;0;0;5.45;3.64;0;1.82;0;0;3.64;0;0;0;0;0;0;3.64;0;0;0;0;0;0;0;0;0;0;10.91;14.55;0;7.27;7.27;1.82;0;0;14.55;0;7.27;3.64;0;0;0;0;0;0;0;0;0;0;0;0;0
1;26;98.28;62.84;94.47;99;26;19.23;100;61.54;57.69;7.69;7.69;7.69;0;0;0;0;0;26.92;15.38;3.85;15.38;7.69;0;3.85;0;7.69;11.54;7.69;7.69;7.69;0;0;0;0;0;0;0;0;0;0;0;0;7.69;7.69;0;0;0;0;0;0;0;0;15.38;3.85;0;0;0;0;3.85;11.54;0;7.69;0;3.85;0;0;0;0;7.69;3.85;0;3.85;0;0;7.69;0;0;0;0;0;0;7.69;0;0;0;0;0;0;0;0;0;0;0;7.69;0;0;7.69;0;0;0;11.54;0;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19;99;40.06;99;20.23;19;5.26;100;73.68;52.63;0;0;0;0;0;0;0;0;21.05;15.79;0;26.32;0;0;5.26;0;15.79;5.26;10.53;0;0;0;0;5.26;0;5.26;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;0;0;5.26;0;0;10.53;0;0;0;0;0;0;10.53;0;0;0;0;0;0;0;0;0;0;5.26;26.32;0;10.53;15.79;0;0;0;5.26;0;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0
1;89;59.21;7.56;72.1;86.32;89;4.49;84.27;68.54;59.55;16.85;7.87;5.62;0;1.12;0;1.12;8.99;11.24;5.62;0;16.85;13.48;2.25;3.37;0;15.73;7.87;0;2.25;0;1.12;1.12;16.85;0;16.85;1.12;3.37;2.25;2.25;2.25;7.87;0;6.74;5.62;1.12;0;0;0;0;0;0;0;5.62;2.25;0;0;1.12;1.12;0;4.49;0;0;0;0;1.12;0;0;1.12;5.62;3.37;0;2.25;0;0;0;0;0;0;0;0;0;0;0;0;0;1.12;0;2.25;0;1.12;0;0;7.87;4.49;0;0;4.49;0;0;0;4.49;1.12;7.87;1.12;1.12;1.12;0;0;0;3.37;2.25;0;0;0;1.12;0;0
1;37;92.78;98.5;87;20.23;37;8.11;89.19;67.57;51.35;10.81;8.11;0;8.11;0;0;0;2.7;13.51;8.11;5.41;18.92;0;5.41;8.11;0;18.92;0;5.41;10.81;10.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.81;2.7;0;0;0;0;2.7;8.11;0;0;0;0;0;0;0;0;8.11;5.41;2.7;0;0;0;10.81;2.7;0;2.7;0;0;0;2.7;0;0;0;2.7;0;0;0;0;0;0;5.41;13.51;0;2.7;10.81;0;0;0;10.81;0;0;5.41;0;0;0;0;0;5.41;0;0;0;0;5.41;0;0
1;64;98.55;11.66;54.55;43.51;64;21.88;81.25;68.75;50;7.81;4.69;4.69;0;0;0;0;3.13;18.75;12.5;0;17.19;7.81;0;1.56;0;17.19;6.25;6.25;4.69;1.56;3.13;1.56;7.81;0;7.81;0;3.13;0;0;0;4.69;0;1.56;1.56;0;0;0;0;0;0;0;0;6.25;3.13;0;0;0;0;1.56;3.13;0;0;0;0;0;0;0;0;1.56;0;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;0;0;0;1.56;1.56;6.25;0;1.56;3.13;0;0;1.56;4.69;1.56;1.56;4.69;0;0;0;0;0;0;0;0;0;0;0;0;0
1;47;24.81;98.95;16.56;20.23;47;8.51;95.74;85.11;65.96;21.28;17.02;2.13;4.26;0;10.64;0;4.26;14.89;8.51;0;12.77;12.77;4.26;8.51;0;27.66;0;6.38;4.26;4.26;0;0;12.77;0;12.77;6.38;4.26;2.13;2.13;2.13;0;0;0;0;0;0;0;0;0;0;0;0;14.89;0;0;0;0;0;0;14.89;0;0;10.64;0;0;0;0;0;0;0;0;0;0;0;6.38;0;0;0;0;0;0;4.26;0;0;2.13;0;0;0;0;0;0;0;8.51;6.38;0;2.13;4.26;0;0;2.13;10.64;0;6.38;10.64;0;0;0;0;0;0;0;0;0;0;0;0;0
1;34;11.57;73.71;93.5;95.42;34;14.71;97.06;73.53;58.82;11.76;11.76;8.82;2.94;0;0;0;0;11.76;2.94;2.94;8.82;14.71;5.88;11.76;0;26.47;5.88;5.88;8.82;8.82;2.94;0;0;0;0;0;0;0;0;0;0;0;5.88;5.88;0;2.94;2.94;0;0;0;0;0;14.71;2.94;0;0;0;0;0;11.76;0;2.94;0;0;0;0;0;0;2.94;2.94;0;0;0;0;5.88;0;0;0;0;0;0;5.88;0;0;0;0;0;0;0;0;0;0;2.94;14.71;0;0;14.71;0;0;0;2.94;0;0;14.71;0;0;0;0;0;0;0;0;0;0;0;0;0
1;39;92.63;15.29;66.8;60.52;39;10.26;87.18;71.79;61.54;15.38;15.38;10.26;0;0;5.13;0;0;20.51;12.82;0;17.95;7.69;0;5.13;0;17.95;0;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.56;2.56;0;2.56;2.56;0;0;0;0;0;5.13;0;0;0;0;0;0;5.13;0;0;5.13;0;0;0;0;0;12.82;10.26;0;0;2.56;0;2.56;0;0;0;0;0;0;0;0;0;0;5.13;0;0;0;0;0;0;5.13;10.26;0;0;10.26;0;0;0;5.13;0;7.69;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0
