memType,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
imagined,174,15,193,1.1352941176470588,1.8,102.31,9.44,92.0,14.0,2.3,2.87,8.62,3.45,1.15,14.37,0.0,9.77,6.9,17.24,0.57,8.609999999999998,3.117407407407408,0.0114942528735632,0.0,0.0,0.0
recalled,252,16,313,1.252,5.8,81.02,30.16,79.29,50.71,2.78,0.79,12.3,0.0,0.4,8.73,0.4,7.9399999999999995,9.530000000000001,23.810000000000002,1.98,20.630000000000003,3.3695,0.0198412698412697,0.0,0.0,0.0079365079365078
imagined,71,5,93,1.3285714285714285,5.2,82.65,40.54,1.0,99.0,9.86,1.41,15.49,0.0,1.41,5.63,1.41,5.640000000000001,4.23,4.2299999999999995,1.41,11.280000000000001,3.0408000000000004,0.0140845070422535,0.0,0.0140845070422535,0.0
recalled,231,15,308,1.3508771929824561,6.9,72.97,39.95,3.05,97.41,8.23,1.73,10.39,0.43,0.87,6.06,0.43,0.43,9.52,12.55,0.43,16.880000000000003,3.090547945205479,0.0129870129870129,0.0,0.0,0.0
imagined,305,19,394,1.304635761589404,6.0,80.72,55.44,99.0,92.17,6.89,1.64,11.8,0.0,0.66,6.89,0.33,13.44,1.9700000000000002,17.380000000000003,0.99,20.0,3.2606741573033706,0.0098360655737704,0.0098360655737704,0.0032786885245901,0.0032786885245901
recalled,299,18,410,1.3993174061433447,7.3,71.85,34.72,94.14,99.0,9.03,0.33,9.7,1.0,0.33,9.03,0.67,11.37,1.6700000000000002,13.04,1.6700000000000002,16.049999999999997,2.8951190476190476,0.0133779264214046,0.0,0.0,0.0100334448160535
imagined,53,4,68,1.2830188679245282,4.9,83.36,15.07,98.5,78.39,3.77,0.0,11.32,0.0,5.66,13.21,0.0,16.98,7.55,15.1,1.89,7.549999999999997,2.982857142857143,0.0188679245283018,0.0,0.0,0.0188679245283018
recalled,271,22,329,1.236842105263158,3.3,93.03,68.15,91.91,3.75,0.74,2.95,8.12,2.21,4.43,10.33,0.0,8.489999999999998,2.59,16.6,0.0,9.960000000000003,3.2917105263157898,0.018450184501845,0.0,0.0,0.018450184501845
imagined,281,15,380,1.3669064748201438,8.1,69.62,42.02,60.41,90.37,6.05,1.07,9.25,0.71,1.07,16.73,0.36,9.96,1.08,10.67,0.72,1.7800000000000011,2.8770886075949367,0.0249110320284697,0.0,0.0035587188612099,0.0071174377224198
recalled,234,15,284,1.2294372294372293,4.6,89.68,25.58,63.95,84.14,5.13,0.85,11.97,0.43,1.28,8.55,0.43,10.68,3.85,14.100000000000001,4.27,15.8,3.1885483870967737,0.021367521367521198,0.0,0.0,0.0
imagined,66,4,79,1.253968253968254,5.9,80.82,20.83,29.49,86.79,6.06,1.52,15.15,1.52,0.0,10.61,0.0,7.58,7.58,13.639999999999999,1.52,12.129999999999999,3.3231578947368416,0.0303030303030303,0.0,0.0303030303030303,0.0151515151515151
recalled,282,17,343,1.3041825095057034,5.8,81.12,39.7,33.12,53.43,3.93,1.79,9.29,1.43,0.71,8.93,0.0,6.07,6.78,15.36,1.7899999999999996,13.93,3.2625333333333333,0.0177304964539006,0.0,0.0070921985815602,0.0070921985815602
imagined,142,10,172,1.2647058823529411,5.1,83.05,42.61,96.56,29.74,2.11,1.41,12.68,2.11,0.7,11.97,0.0,8.45,2.11,14.8,2.82,9.88,3.0161111111111114,0.0211267605633802,0.0,0.0,0.0070422535211267
recalled,253,17,311,1.2591093117408907,5.4,82.14,46.28,90.35,25.32,3.16,2.77,9.09,1.58,0.79,12.25,0.0,9.49,5.140000000000001,12.25,2.38,9.099999999999998,2.9278125,0.0197628458498022,0.0039525691699604,0.0,0.0079051383399208
imagined,243,15,335,1.384297520661157,7.2,72.05,45.34,92.16,38.04,3.29,2.06,6.17,5.35,1.65,13.17,0.0,9.88,0.41,9.46,1.64,3.6899999999999995,3.0317857142857148,0.0123456790123456,0.0,0.0,0.0082304526748971
recalled,301,15,428,1.4219269102990033,8.8,67.99,80.99,82.44,16.45,1.99,2.33,9.97,1.99,1.66,7.64,0.0,8.64,0.99,13.96,1.6600000000000001,12.3,3.216986301369863,0.0132890365448504,0.0,0.0,0.0066445182724252
imagined,366,28,452,1.2520775623268698,4.8,83.76,42.29,84.75,6.23,0.55,2.19,9.56,1.91,2.46,9.29,0.55,9.02,4.92,19.939999999999998,2.7300000000000004,16.11,3.282828282828283,0.0163934426229507,0.0,0.0027322404371584,0.0
recalled,336,18,413,1.2553191489361701,6.9,78.28,16.96,18.08,57.46,5.36,2.98,10.12,1.49,0.89,8.63,0.89,6.85,10.42,14.29,1.5,15.489999999999997,3.0158139534883723,0.0148809523809523,0.0,0.0029761904761904,0.0059523809523808
imagined,135,15,150,1.1811023622047243,1.9,96.69,3.8,77.17,66.91,6.67,3.7,5.19,5.19,7.41,19.26,0.0,12.59,0.0,10.370000000000001,2.96,4.440000000000001,2.83275,0.0222222222222222,0.0,0.0,0.0
recalled,387,23,481,1.286096256684492,6.1,80.31,13.24,23.9,4.29,2.33,4.39,8.53,3.36,1.03,12.66,0.0,8.27,5.680000000000001,11.879999999999999,0.78,6.719999999999999,3.0472527472527466,0.0051679586563306,0.0,0.0,0.0103359173126614
imagined,200,15,238,1.2081218274111676,3.7,92.02,19.3,52.76,99.0,7.5,0.0,5.0,3.5,0.0,7.0,0.0,10.0,3.0,10.5,1.5,13.0,3.32,0.015,0.0,0.015,0.005
recalled,271,15,335,1.2641509433962264,6.7,78.89,30.61,36.62,72.27,3.32,0.0,9.59,1.48,1.48,15.13,0.0,7.75,8.12,14.39,2.96,5.540000000000001,3.1044444444444443,0.014760147601476,0.0,0.0,0.0
imagined,270,18,324,1.2272727272727273,4.3,90.39,28.93,99.0,48.67,2.99,1.12,7.84,2.24,1.12,7.09,0.0,14.549999999999999,0.37,17.91,4.48,19.400000000000002,3.4211688311688313,0.0222222222222222,0.0,0.0,0.0148148148148148
recalled,405,15,504,1.263157894736842,10.1,69.86,32.71,97.68,23.34,0.99,0.74,5.93,2.96,0.49,13.83,0.0,12.1,0.99,13.08,3.7,4.6800000000000015,3.10936170212766,0.0049382716049382,0.0,0.0,0.0024691358024691
imagined,148,16,214,1.445945945945946,4.6,78.96,36.98,13.97,1.0,2.7,6.76,12.84,2.03,0.0,15.54,0.0,10.14,8.11,7.430000000000001,0.0,1.3500000000000014,2.9904761904761905,0.0135135135135135,0.0,0.0,0.0067567567567567
recalled,374,18,480,1.3150684931506849,7.7,76.25,32.74,16.87,7.97,2.14,3.48,8.56,1.07,1.34,13.37,0.27,5.08,7.75,13.100000000000001,1.08,6.690000000000003,3.042307692307692,0.0213903743315508,0.0,0.0,0.0
imagined,237,17,293,1.2683982683982684,5.1,83.05,24.32,80.13,52.86,2.95,0.84,10.55,1.27,0.84,10.13,0.42,13.92,1.26,8.43,1.68,3.7799999999999994,3.24984375,0.0084388185654008,0.0,0.0,0.0
recalled,162,15,194,1.220125786163522,2.7,94.56,23.88,73.65,77.5,4.32,0.62,6.79,5.56,0.0,14.81,0.0,10.5,3.08,14.81,3.08,8.020000000000001,3.2632558139534877,0.0123456790123456,0.0,0.0308641975308641,0.0
recalled,182,17,228,1.2596685082872927,3.9,86.1,60.11,46.1,85.37,4.95,0.55,11.54,0.55,0.0,9.89,0.0,10.99,2.75,12.100000000000001,1.6500000000000001,9.350000000000001,3.300344827586207,0.0054945054945054,0.0,0.0,0.0
imagined,128,18,157,1.236220472440945,1.3,98.11,64.33,86.58,99.0,7.81,0.0,13.28,0.0,0.78,7.81,0.0,13.280000000000001,0.0,10.15,0.78,11.71,3.2540540540540537,0.0234375,0.0,0.0,0.0078125
recalled,303,17,397,1.318936877076412,6.7,78.89,15.35,64.27,16.47,1.65,1.98,9.24,0.66,2.31,13.2,0.0,8.58,3.6300000000000003,19.14,0.66,10.23,3.1119117647058827,0.0132013201320132,0.0,0.0,0.0033003300330033
imagined,278,16,354,1.2872727272727273,6.5,79.4,26.56,59.35,90.76,5.4,0.36,10.43,0.36,0.36,10.79,0.0,10.08,2.88,13.67,1.8,10.8,3.2527631578947367,0.0251798561151078,0.0035971223021582,0.0,0.0071942446043164
recalled,322,15,420,1.320754716981132,8.0,75.34,59.6,82.61,87.79,5.28,0.62,9.32,0.62,0.31,12.73,0.0,8.39,0.9299999999999999,14.600000000000001,1.24,9.010000000000002,3.293246753246753,0.0062111801242236,0.0,0.0,0.0
imagined,209,18,273,1.3448275862068966,4.2,85.39,30.07,46.98,84.47,5.74,1.44,7.66,2.39,2.39,12.44,1.44,8.61,0.96,14.35,0.48,10.050000000000002,3.031551724137931,0.0287081339712918,0.0,0.0047846889952153,0.0095693779904306
recalled,198,16,251,1.2741116751269035,4.5,84.37,36.2,36.1,99.0,9.09,1.01,12.12,0.0,1.01,4.55,0.0,8.59,4.55,17.18,0.51,23.24,3.529814814814815,0.0202020202020201,0.0,0.0,0.0252525252525251
imagined,127,15,154,1.2125984251968505,1.9,96.69,84.54,76.2,88.35,4.72,0.0,12.6,0.0,0.0,4.72,0.0,14.18,0.0,18.89,0.79,19.68,3.6178947368421057,0.0472440944881888,0.0,0.0,0.0
recalled,233,16,290,1.25,5.4,82.14,48.16,72.77,88.32,4.72,0.0,13.3,1.29,1.72,5.15,0.0,9.87,0.0,19.310000000000002,1.72,20.6,3.3755172413793098,0.012875536480686598,0.0,0.0,0.0042918454935622
imagined,305,23,362,1.1907894736842106,3.7,91.92,43.59,51.75,89.9,5.25,0.33,13.77,0.33,1.97,9.18,0.33,9.83,4.27,14.43,2.62,13.440000000000001,3.369305555555555,0.0098360655737704,0.0,0.0,0.0
recalled,138,16,176,1.2846715328467153,3.1,88.13,56.23,44.75,99.0,9.42,0.0,4.35,2.9,1.45,9.42,0.72,10.87,4.34,10.870000000000001,0.72,12.310000000000004,2.8905000000000003,0.0072463768115942,0.0217391304347826,0.0,0.0
imagined,161,15,191,1.186335403726708,2.7,94.45,36.48,17.84,94.11,5.59,0.0,14.91,3.11,0.62,9.32,0.0,8.69,8.69,11.18,0.62,8.07,3.126521739130434,0.0124223602484472,0.0,0.0062111801242236,0.0
recalled,213,16,290,1.3744075829383886,6.1,75.0,41.93,37.95,15.02,0.94,1.41,9.86,2.35,1.41,7.04,0.47,5.16,7.98,13.620000000000001,1.88,11.280000000000001,3.146388888888889,0.0140845070422535,0.0,0.0,0.0
imagined,258,15,338,1.330708661417323,6.3,79.7,54.36,88.74,79.65,5.43,1.55,9.3,1.94,1.55,7.75,0.0,10.08,3.1100000000000003,11.629999999999999,2.33,13.57,3.1814117647058824,0.0077519379844961,0.0,0.003875968992248,0.015503875968992099
recalled,413,24,517,1.2892768079800498,6.3,79.9,50.9,67.56,82.55,4.61,0.49,8.74,1.46,0.73,9.95,0.24,6.56,0.73,12.620000000000001,1.21,8.98,3.2637078651685396,0.029055690072639098,0.0072639225181598,0.0048426150121065,0.016949152542372697
imagined,137,15,168,1.2352941176470589,2.1,96.08,13.04,75.36,76.79,4.38,0.73,11.68,1.46,1.46,16.79,0.0,8.76,7.3,10.219999999999999,2.19,0.7300000000000004,2.7307692307692304,0.0218978102189781,0.0,0.0,0.0072992700729927
recalled,186,15,228,1.2258064516129032,3.4,92.73,30.96,2.76,53.56,2.69,0.54,12.37,1.61,1.08,10.75,0.0,7.53,11.83,11.83,4.3100000000000005,9.149999999999999,3.378367346938776,0.0,0.0,0.0,0.0053763440860215
imagined,195,17,244,1.2842105263157895,4.1,85.49,41.23,96.61,34.68,3.08,2.05,8.21,2.56,0.51,15.9,0.51,9.23,1.54,17.95,2.05,9.229999999999999,3.072241379310345,0.0102564102564102,0.025641025641025498,0.0051282051282051,0.0051282051282051
recalled,78,3,95,1.3013698630136987,9.2,72.19,94.99,74.77,60.52,2.56,0.0,3.85,1.28,0.0,8.97,0.0,3.84,5.13,20.51,0.0,15.390000000000002,3.4068965517241376,0.0256410256410256,0.0128205128205128,0.0,0.0
imagined,257,16,322,1.2777777777777777,5.9,80.82,11.65,1.87,56.68,3.89,1.56,4.28,5.45,1.17,11.67,0.0,7.779999999999999,11.67,13.23,0.78,8.180000000000001,2.79703125,0.007782101167315,0.0,0.0,0.0038910505836575
recalled,238,15,288,1.2151898734177216,4.7,89.28,42.92,72.58,31.82,1.26,0.42,4.2,5.88,1.68,14.71,0.0,7.5600000000000005,7.9799999999999995,15.120000000000001,1.26,3.3500000000000014,2.984038461538461,0.0168067226890756,0.0,0.0,0.0084033613445378
recalled,337,20,427,1.2670623145400592,6.3,79.7,62.21,99.0,20.23,1.78,1.78,13.06,0.3,3.26,10.39,0.0,10.68,0.0,18.1,5.05,16.32,3.2697345132743365,0.0118694362017804,0.0,0.0,0.0059347181008902
imagined,279,18,351,1.2857142857142858,5.7,81.43,9.71,85.77,96.23,7.17,1.08,11.11,1.08,2.51,11.11,0.36,15.06,2.86,11.1,2.15,10.740000000000002,3.0785915492957745,0.010752688172043001,0.0,0.003584229390681,0.0
recalled,227,17,332,1.4690265486725664,7.3,66.44,23.73,96.59,98.5,7.05,0.0,12.33,1.32,1.76,13.22,0.88,10.57,0.88,11.89,3.52,10.999999999999998,3.03140625,0.0044052863436123,0.0,0.0,0.0044052863436123
imagined,231,18,287,1.2643171806167401,4.7,84.07,41.25,88.28,61.07,5.19,2.6,10.39,1.3,0.87,9.52,0.0,8.22,0.87,16.03,0.43,14.73,3.0414285714285705,0.0259740259740259,0.0,0.0,0.0043290043290043
recalled,168,15,207,1.2395209580838322,2.9,94.05,56.86,96.29,83.0,5.36,1.19,12.5,0.6,0.0,7.74,1.19,12.5,0.6,17.86,0.0,16.67,3.1838095238095243,0.0238095238095238,0.0,0.0,0.0119047619047618
imagined,157,15,174,1.144736842105263,1.3,103.52,1.0,80.86,13.42,2.55,3.18,10.83,2.55,1.91,10.19,1.27,16.56,8.28,11.46,0.0,7.000000000000002,2.8824242424242428,0.0063694267515923,0.0,0.0,0.0
recalled,291,24,369,1.28125,4.4,84.68,65.4,84.49,93.62,6.19,0.69,9.97,1.72,1.72,7.56,0.0,7.5600000000000005,3.7800000000000002,16.49,0.0,15.8,3.198681318681319,0.0034364261168384,0.0137457044673539,0.0034364261168384,0.0103092783505152
imagined,272,18,327,1.2201492537313432,4.4,90.19,34.85,57.19,77.14,3.68,0.0,14.34,0.37,2.21,11.76,0.0,8.82,1.84,13.61,2.5700000000000003,8.1,3.0391935483870958,0.0036764705882352,0.0,0.0036764705882352,0.0073529411764704
recalled,323,19,438,1.36875,7.5,71.34,54.97,60.36,77.79,4.04,0.31,9.32,1.55,0.93,12.11,0.0,9.0,2.48,14.91,0.93,8.079999999999998,3.1366292134831464,0.0030959752321981,0.0,0.0,0.0061919504643962
imagined,172,15,220,1.2790697674418605,4.2,85.18,35.36,97.61,20.23,1.74,1.74,9.88,3.49,0.58,9.88,0.0,9.88,0.58,18.6,4.07,16.28,2.9957777777777777,0.0348837209302324,0.0,0.005813953488372,0.0
recalled,373,19,449,1.210242587601078,6.2,85.52,50.63,98.57,14.37,1.34,1.88,13.14,0.27,1.88,5.9,0.27,12.87,2.14,18.23,2.1500000000000004,17.970000000000006,3.3603571428571426,0.0134048257372653,0.0,0.0,0.010723860589812199
imagined,220,17,254,1.1545454545454545,3.6,92.22,32.02,57.01,40.18,1.36,0.0,10.45,1.36,1.36,10.0,0.0,12.27,6.82,15.91,1.36,8.629999999999999,2.9976562500000004,0.009090909090909,0.0,0.0,0.0045454545454545
recalled,255,15,335,1.3241106719367588,6.3,79.7,19.63,68.56,37.12,1.57,0.39,6.67,5.88,1.57,16.08,0.0,7.06,8.23,13.34,1.56,0.7800000000000011,2.896388888888889,0.0,0.0,0.0,0.011764705882352799
imagined,188,21,205,1.1202185792349726,0.8,104.94,15.79,74.85,53.17,3.72,1.6,10.64,1.6,2.13,7.98,0.0,12.23,10.11,19.15,0.0,16.49,3.2844444444444445,0.0159574468085106,0.0,0.0,0.0106382978723404
recalled,149,15,170,1.1805555555555556,2.3,95.57,13.89,72.87,2.4,2.01,4.7,5.37,4.7,0.0,10.07,0.0,8.72,6.71,11.4,0.67,8.71,2.760588235294118,0.0134228187919463,0.0,0.0,0.0
imagined,167,17,214,1.281437125748503,3.6,86.91,35.23,21.5,95.85,5.99,0.0,13.17,2.99,2.4,8.38,0.0,7.79,10.18,13.780000000000001,3.0,14.99,3.1678723404255322,0.0179640718562874,0.0,0.0,0.0119760479041916
recalled,333,25,444,1.3454545454545455,4.9,83.46,57.36,51.44,94.66,6.61,0.9,8.71,0.6,1.2,9.31,0.9,8.11,3.9,14.11,2.0999999999999996,14.709999999999999,3.078247422680412,0.027027027027027,0.0,0.0,0.006006006006006
imagined,178,16,220,1.25,4.0,85.69,17.96,1.96,9.43,2.81,3.93,7.87,3.93,0.0,14.04,0.0,0.0,15.17,15.73,0.56,8.990000000000002,3.0766000000000004,0.0168539325842696,0.0,0.0056179775280898,0.0
imagined,163,16,200,1.25,3.7,86.71,5.7,85.4,84.35,5.52,1.23,12.27,0.61,0.0,14.11,0.0,9.2,7.98,18.41,3.69,14.740000000000002,3.2649999999999997,0.0061349693251533,0.0,0.0,0.0
recalled,266,18,359,1.349624060150376,5.5,81.83,34.53,46.73,9.4,1.88,3.01,12.41,2.26,0.75,15.04,0.0,8.65,7.14,14.66,1.89,6.400000000000002,2.751428571428572,0.0112781954887218,0.0,0.0,0.0
imagined,112,9,140,1.2612612612612613,4.5,84.37,46.07,92.08,86.04,4.46,0.0,16.07,0.0,0.0,9.82,0.0,11.61,1.78,17.86,0.89,14.29,3.1056410256410256,0.0178571428571428,0.0089285714285714,0.0,0.0
recalled,318,18,400,1.2738853503184713,6.5,79.19,43.04,53.15,88.29,5.35,0.63,10.06,1.26,0.63,9.75,0.0,9.43,0.94,12.58,2.52,11.32,3.2021176470588237,0.0094339622641509,0.0031446540880503,0.0,0.0125786163522012
imagined,387,26,478,1.2415584415584415,4.3,90.29,22.89,83.62,10.09,2.58,3.62,8.53,2.84,0.0,13.7,0.0,9.82,4.13,14.469999999999999,1.81,9.04,3.053398058252428,0.0232558139534883,0.0,0.0,0.0025839793281653
recalled,393,18,512,1.3027989821882953,8.3,74.73,14.03,90.8,84.67,5.09,0.76,8.91,3.31,1.78,19.34,0.25,9.92,5.859999999999999,11.96,4.83,3.5599999999999987,2.793440860215054,0.005089058524173,0.0,0.0,0.005089058524173
imagined,308,19,399,1.2954545454545454,6.1,80.41,75.48,68.52,83.58,4.55,0.32,11.36,0.0,0.0,7.79,0.0,7.15,0.64,14.600000000000001,5.5200000000000005,17.200000000000003,3.1864556962025317,0.012987012987012901,0.035714285714285504,0.0,0.0
recalled,285,16,357,1.2704626334519573,6.6,78.99,98.28,65.26,52.66,2.1,0.0,3.15,5.24,0.0,7.69,0.0,2.0999999999999996,2.8,16.44,3.1500000000000004,14.000000000000004,3.6857142857142855,0.0140350877192982,0.0070175438596491,0.0,0.0070175438596491
imagined,127,19,166,1.3070866141732282,2.4,90.05,14.17,98.32,69.77,3.15,0.0,7.09,2.36,0.0,12.6,0.0,17.32,2.36,17.32,1.58,9.449999999999998,2.984102564102564,0.0078740157480314,0.0,0.0,0.0157480314960628
recalled,297,16,367,1.2356902356902357,5.8,86.44,28.87,97.5,29.29,2.69,2.02,11.45,1.68,0.67,11.45,0.34,13.469999999999999,1.68,17.17,2.6900000000000004,14.130000000000003,3.0754929577464787,0.0269360269360268,0.01010101010101,0.0,0.0033670033670033
imagined,220,15,288,1.3211009174311927,5.4,82.14,26.1,18.51,82.17,5.45,1.36,5.91,5.91,0.45,16.82,0.45,7.279999999999999,4.54,8.64,0.45,-0.9100000000000001,2.935,0.0045454545454545,0.0,0.0045454545454545,0.0045454545454545
recalled,301,15,397,1.3457627118644069,7.4,76.86,50.85,9.71,2.46,1.66,4.32,9.3,3.65,1.66,12.96,0.0,2.66,6.3100000000000005,12.63,0.33,5.98,3.038684210526316,0.0033222591362126,0.0,0.0,0.0033222591362126
imagined,471,25,663,1.431965442764579,8.1,69.62,60.17,84.79,81.51,4.25,0.21,0.21,3.18,3.18,12.1,0.0,7.43,0.42,13.37,2.12,7.85,3.0044202898550725,0.0106157112526539,0.0,0.0021231422505307,0.0021231422505307
recalled,417,22,545,1.345679012345679,6.9,78.18,35.83,76.29,12.67,2.4,3.12,6.71,2.4,1.2,15.83,0.24,10.55,0.96,10.559999999999999,2.88,3.3699999999999957,2.757352941176471,0.0071942446043164,0.0047961630695443,0.0,0.0071942446043164
imagined,222,17,288,1.309090909090909,4.8,83.76,51.04,71.03,26.09,2.7,2.25,10.81,0.45,0.9,10.81,0.0,10.36,3.6,17.57,6.300000000000001,18.009999999999998,3.3833333333333333,0.0135135135135135,0.0,0.0,0.0
recalled,219,18,292,1.3518518518518519,5.6,76.22,50.37,88.22,7.77,3.2,4.57,10.5,1.83,2.28,8.22,0.0,8.22,1.83,18.27,2.73,20.54,3.133333333333333,0.0136986301369863,0.0,0.0,0.0
imagined,214,16,256,1.2132701421800949,3.7,91.92,79.68,85.01,48.73,2.8,0.93,9.35,0.47,1.4,4.21,0.0,8.879999999999999,0.47,21.03,2.8000000000000003,23.36,3.5862711864406775,0.0186915887850466,0.0186915887850466,0.0,0.014018691588784899
recalled,226,15,272,1.2307692307692308,4.3,90.39,30.05,81.25,68.97,3.54,0.44,11.5,0.0,1.77,9.29,0.0,7.960000000000001,1.32,19.47,1.32,15.48,3.2424528301886792,0.0265486725663715,0.0044247787610619,0.0,0.0088495575221238
imagined,189,15,217,1.1793478260869565,3.4,92.83,6.54,90.66,52.98,2.65,0.53,2.12,5.82,5.82,13.23,0.0,12.17,2.65,12.7,3.18,5.819999999999997,2.9048717948717955,0.0052910052910052,0.0,0.0052910052910052,0.0
recalled,292,22,385,1.3461538461538463,4.8,83.66,45.21,96.92,12.97,2.4,3.08,9.93,1.71,0.68,9.59,0.0,10.62,0.68,15.75,3.08,15.059999999999999,3.221648351648352,0.0171232876712328,0.0,0.0,0.0034246575342465
imagined,126,15,158,1.253968253968254,3.0,88.33,12.48,77.17,31.1,3.97,3.17,10.32,2.38,0.79,12.7,0.0,10.32,6.3500000000000005,11.91,3.17,9.52,2.7080645161290327,0.0079365079365079,0.0,0.0,0.0
recalled,226,15,280,1.2727272727272727,5.5,81.93,11.65,68.63,25.98,2.65,2.21,5.75,6.19,1.77,12.83,0.0,10.62,6.63,9.3,2.65,3.99,2.8658181818181823,0.0044247787610619,0.0,0.0,0.0
imagined,171,15,210,1.2280701754385965,3.0,93.74,38.34,99.0,82.19,4.09,0.0,10.53,1.17,2.34,11.11,0.0,12.87,3.51,21.049999999999997,1.17,15.2,3.253478260869565,0.0,0.0,0.0,0.0
recalled,287,23,365,1.2852112676056338,4.5,84.37,26.76,12.74,64.16,2.79,0.0,8.71,4.18,0.35,7.67,0.0,5.57,10.46,12.889999999999999,1.75,10.109999999999998,3.286619718309859,0.0104529616724738,0.0,0.0139372822299651,0.0069686411149824
recalled,305,21,366,1.22,4.1,90.8,66.83,99.0,56.0,2.62,0.33,12.46,0.0,1.31,6.23,0.0,9.51,0.66,25.9,5.58,28.2,3.4312162162162165,0.0032786885245901,0.0,0.0,0.0032786885245901
imagined,146,15,190,1.3194444444444444,3.5,87.11,28.7,99.0,51.92,4.11,2.05,8.22,2.05,1.37,11.64,0.0,13.01,0.68,16.43,4.79,16.43,2.745897435897435,0.0,0.0,0.0,0.0068493150684931
recalled,338,16,522,1.5818181818181818,11.3,50.57,57.97,80.11,47.12,3.55,1.78,8.58,0.0,0.89,13.31,0.3,7.99,0.59,10.05,1.49,3.8499999999999996,2.7622522522522526,0.0029585798816568,0.0,0.0,0.0029585798816568
imagined,291,20,344,1.215547703180212,4.1,90.9,10.19,71.84,63.53,3.09,0.34,11.68,2.06,4.47,14.09,0.0,11.68,4.81,14.43,2.06,5.84,2.9833333333333334,0.0137457044673539,0.0,0.0034364261168384,0.0034364261168384
recalled,158,15,187,1.25503355704698,3.6,86.81,5.24,38.11,20.23,0.63,0.63,12.03,0.0,1.9,18.35,0.0,12.66,6.33,10.12,3.1599999999999997,-3.1700000000000017,2.8136585365853657,0.0,0.0,0.0,0.0
imagined,145,15,200,1.4285714285714286,4.6,78.96,16.03,91.02,74.09,5.52,2.07,8.28,3.45,2.07,9.66,0.0,13.1,0.0,12.42,2.07,12.419999999999998,2.7596078431372555,0.0068965517241379,0.0,0.0,0.0
recalled,212,16,281,1.3254716981132075,4.9,83.36,60.04,58.74,33.4,3.77,2.83,5.66,3.3,0.94,16.04,0.0,9.91,0.47,13.21,2.36,6.130000000000003,2.8150943396226413,0.0,0.0,0.0,0.0
imagined,180,15,209,1.1675977653631284,3.2,93.24,42.98,67.07,54.76,3.89,1.67,8.89,1.67,2.22,8.33,0.56,10.56,2.79,12.77,0.56,11.67,3.369024390243903,0.0277777777777777,0.0,0.0,0.0055555555555555
recalled,285,18,354,1.2508833922261484,5.9,80.92,29.9,98.96,58.7,3.16,0.7,15.44,2.46,0.35,9.12,0.0,12.979999999999999,2.45,18.599999999999998,1.7499999999999998,15.789999999999997,3.3334920634920633,0.0035087719298245,0.0035087719298245,0.0035087719298245,0.0
recalled,414,16,517,1.2609756097560976,9.7,70.87,23.92,85.59,37.66,3.39,2.18,4.84,2.66,0.73,13.32,0.0,6.3,3.63,13.07,0.97,6.530000000000001,3.099560439560439,0.0072463768115942,0.004830917874396,0.0,0.004830917874396
imagined,279,25,395,1.431159420289855,5.2,77.23,77.83,79.1,53.56,2.87,0.72,2.51,5.02,1.79,6.45,0.0,7.53,0.0,19.0,1.08,17.209999999999997,3.2744318181818177,0.050179211469533996,0.007168458781362,0.0,0.007168458781362
recalled,233,15,286,1.2327586206896552,4.6,89.58,67.07,98.98,32.1,1.29,0.43,9.87,2.15,0.0,6.01,0.43,7.29,1.72,24.900000000000002,0.86,21.9,3.3584722222222223,0.0257510729613733,0.0,0.0,0.0085836909871244
recalled,168,18,224,1.341317365269461,3.4,87.42,65.48,76.08,83.0,5.95,1.79,8.93,6.55,0.6,11.9,0.0,6.55,0.0,14.88,1.79,12.510000000000003,2.976440677966102,0.0059523809523809,0.0119047619047619,0.0059523809523809,0.0119047619047618
imagined,151,16,183,1.2281879194630871,2.2,95.88,34.39,96.99,39.53,1.32,0.0,11.26,2.65,1.99,10.6,0.66,12.58,1.32,13.91,5.3,9.930000000000001,3.309024390243902,0.0132450331125827,0.0,0.0,0.0
recalled,127,18,151,1.1984126984126984,1.3,98.21,1.66,98.85,88.35,4.72,0.0,11.81,3.15,2.36,10.24,0.0,14.17,7.88,12.6,0.0,7.08,3.2538709677419355,0.0078740157480314,0.0,0.0,0.0
imagined,287,17,410,1.4590747330960854,8.5,63.19,35.66,86.55,74.93,4.21,0.7,3.86,4.21,1.4,9.82,0.35,10.879999999999999,1.4,11.940000000000001,4.2,11.23,3.0079120879120884,0.0034843205574912,0.0,0.0,0.0069686411149825
recalled,161,15,233,1.4654088050314464,6.2,69.18,75.51,94.04,38.17,1.86,0.62,11.8,2.48,1.24,8.07,0.0,9.32,0.62,13.66,3.1,12.420000000000002,3.001896551724138,0.0062111801242236,0.0,0.0,0.0062111801242236
imagined,172,15,213,1.2456140350877194,3.0,93.74,13.03,45.11,99.0,11.05,0.0,10.47,1.16,2.33,6.4,1.16,8.14,6.97,12.790000000000001,1.16,18.6,3.11948717948718,0.0174418604651162,0.0,0.0,0.005813953488372
