ID,labels,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
86,T,65,4,109,1.676923076923077,10.8,46.47,74.95,14.57,20.23,3.08,3.08,1.54,3.08,3.08,9.23,0.0,0.0,0.0,6.16,1.54,4.620000000000001,3.0569230769230766,0.0,0.0,0.0,0.0
87,F,66,5,78,1.21875,3.6,92.32,54.26,13.81,1.0,0.0,4.55,3.03,9.09,0.0,19.7,0.0,0.0,4.55,6.06,3.03,-6.059999999999999,3.453529411764706,0.0,0.0,0.0,0.0
87,T,167,6,234,1.4181818181818182,11.7,60.48,11.6,61.72,1.0,0.6,5.39,1.2,3.59,0.0,18.56,0.0,7.19,3.5900000000000003,7.180000000000001,0.6,-4.789999999999999,2.9970909090909092,0.5988023952095809,0.0,0.0,0.0
87,T,74,3,105,1.4788732394366197,11.4,55.88,21.37,73.75,20.23,0.0,0.0,4.05,4.05,0.0,21.62,0.0,2.7,10.81,10.809999999999999,2.7,-8.110000000000003,2.726666666666666,0.0,0.0,0.0,0.0
87,F,83,3,106,1.3417721518987342,10.0,70.16,49.07,90.36,20.23,0.0,0.0,0.0,6.02,2.41,9.64,0.0,8.43,0.0,18.07,2.41,10.84,3.698695652173913,0.0,0.0,0.0,1.2048192771084338
87,T,63,5,87,1.403225806451613,5.8,75.81,25.13,5.94,6.51,0.0,1.59,1.59,3.17,3.17,9.52,0.0,3.17,1.59,6.35,1.59,0.009999999999999787,3.169130434782608,0.0,0.0,0.0,0.0
88,F,46,4,62,1.3478260869565217,4.2,85.18,14.64,1.0,1.0,2.17,10.87,2.17,10.87,0.0,19.57,0.0,0.0,2.17,6.52,0.0,-0.010000000000001563,3.003333333333333,0.0,0.0,0.0,0.0
88,T,64,4,93,1.453125,8.4,63.7,57.51,1.63,1.0,0.0,12.5,0.0,4.69,0.0,15.63,0.0,1.56,6.25,3.13,1.56,1.559999999999997,2.9100000000000006,0.0,0.0,0.0,1.5625
88,T,40,4,52,1.3,3.7,86.71,32.63,1.0,20.23,2.5,2.5,0.0,7.5,0.0,22.5,0.0,0.0,5.0,7.5,0.0,-10.0,2.6669230769230765,0.0,0.0,0.0,0.0
88,F,52,4,78,1.5,7.2,66.74,79.34,1.0,79.29,3.85,0.0,1.92,3.85,0.0,15.38,0.0,5.77,5.77,7.6899999999999995,1.92,-1.9200000000000017,2.7864999999999998,0.0,0.0,0.0,0.0
88,T,62,5,88,1.4193548387096775,5.8,75.81,60.93,10.77,20.23,1.61,1.61,6.45,4.84,0.0,19.35,0.0,1.61,0.0,9.68,1.61,-4.830000000000002,2.9735,1.6129032258064515,0.0,0.0,0.0
89,F,41,3,51,1.3076923076923077,4.8,83.66,1.0,75.67,98.92,7.32,0.0,2.44,9.76,0.0,17.07,0.0,2.44,7.32,17.08,0.0,7.329999999999998,3.1816666666666666,0.0,0.0,0.0,0.0
89,T,61,4,93,1.5245901639344261,8.1,64.41,27.14,80.96,6.23,1.64,3.28,0.0,3.28,4.92,18.03,0.0,3.28,6.56,14.76,1.64,3.289999999999999,2.41875,0.0,0.0,0.0,0.0
89,T,74,4,109,1.472972972972973,9.3,61.16,42.89,91.47,98.04,6.76,0.0,1.35,5.41,0.0,20.27,0.0,5.4,0.0,10.81,0.0,-2.6999999999999993,2.891904761904762,0.0,0.0,0.0,0.0
89,F,34,2,57,1.6764705882352942,11.1,45.76,72.12,46.57,1.85,2.94,5.88,0.0,2.94,0.0,11.76,0.0,5.88,0.0,20.59,0.0,17.65,3.2205555555555554,0.0,0.0,0.0,0.0
89,T,56,3,82,1.4642857142857142,9.4,60.95,46.07,8.95,1.0,1.79,8.93,3.57,12.5,0.0,16.07,0.0,0.0,0.0,3.58,0.0,-1.7799999999999994,3.1447619047619044,1.7857142857142856,0.0,0.0,0.0
90,F,69,6,104,1.5522388059701493,7.7,60.11,5.49,4.38,1.92,4.35,7.25,2.9,5.8,0.0,18.84,0.0,1.45,4.35,4.35,0.0,-2.9000000000000004,3.174782608695652,0.0,0.0,0.0,0.0
90,T,105,5,145,1.3942307692307692,9.0,67.28,42.52,36.3,10.73,2.86,3.81,0.0,4.76,0.0,14.29,0.0,0.95,8.57,12.379999999999999,2.8499999999999996,8.559999999999999,2.7088888888888887,0.0,0.0,0.0,0.0
90,T,69,4,95,1.4179104477611941,7.5,71.34,60.52,25.51,41.62,2.9,1.45,0.0,2.9,0.0,18.84,0.0,2.9,2.9,5.8,0.0,-8.690000000000001,2.815263157894737,0.0,0.0,0.0,1.4492753623188406
90,F,96,10,122,1.297872340425532,3.4,87.31,19.03,2.51,10.03,1.04,2.08,5.21,4.17,0.0,9.38,0.0,8.33,6.25,8.33,0.0,2.08,2.860416666666667,2.083333333333333,1.0416666666666663,1.0416666666666663,0.0
90,T,88,6,142,1.6136363636363635,9.0,56.55,20.83,11.02,86.79,5.68,1.14,1.14,6.82,2.27,14.77,0.0,3.41,0.0,5.6899999999999995,1.14,-1.120000000000001,2.7380645161290325,0.0,0.0,0.0,0.0
91,F,20,2,31,1.55,7.2,61.33,80.96,7.03,1.0,0.0,5.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,3.2844444444444445,0.0,0.0,0.0,0.0
91,T,33,1,37,1.15625,11.1,72.84,45.12,1.0,99.0,9.09,0.0,0.0,9.09,0.0,15.15,0.0,3.03,6.06,3.03,0.0,-3.030000000000001,2.8533333333333335,0.0,0.0,0.0,0.0
91,T,34,3,46,1.3529411764705883,5.3,76.93,37.99,26.78,20.23,0.0,0.0,2.94,5.88,0.0,5.88,0.0,2.94,0.0,8.82,0.0,2.9400000000000004,3.141666666666667,0.0,0.0,0.0,2.941176470588235
91,F,39,2,58,1.4871794871794872,9.7,60.14,45.8,1.0,20.23,0.0,0.0,5.13,12.82,0.0,7.69,0.0,0.0,0.0,5.12,0.0,-2.5700000000000003,3.0569999999999995,0.0,0.0,5.128205128205128,0.0
91,T,22,1,31,1.4090909090909092,9.5,66.07,45.12,79.84,86.79,9.09,4.55,0.0,4.55,0.0,27.27,0.0,4.55,0.0,4.55,0.0,-9.079999999999998,3.088888888888889,0.0,0.0,0.0,0.0
92,F,51,4,66,1.32,4.6,84.17,20.45,12.44,4.72,1.96,3.92,1.96,9.8,0.0,21.57,0.0,1.96,3.92,5.88,0.0,-9.81,3.280666666666667,0.0,0.0,0.0,0.0
92,T,67,4,87,1.3181818181818181,6.2,80.11,3.63,69.28,42.34,2.99,1.49,2.99,2.99,1.49,25.37,0.0,5.97,4.48,7.46,0.0,-13.43,2.650526315789474,0.0,0.0,0.0,0.0
92,T,65,4,88,1.375,7.2,72.16,27.08,30.98,68.66,4.62,1.54,3.08,1.54,0.0,20.0,0.0,6.15,3.08,4.62,1.54,-7.6899999999999995,2.7268421052631577,0.0,0.0,0.0,0.0
92,F,53,4,67,1.3137254901960784,4.7,83.86,11.97,68.36,1.0,0.0,3.77,1.89,7.55,1.89,7.55,0.0,15.09,1.89,15.09,0.0,11.309999999999999,3.058,0.0,0.0,0.0,0.0
92,T,61,4,78,1.3220338983050848,5.5,81.83,60.32,27.07,1.0,0.0,4.92,0.0,4.92,0.0,16.39,0.0,1.64,0.0,8.2,0.0,-3.2700000000000014,3.601304347826087,1.639344262295082,0.0,0.0,3.278688524590164
93,F,37,4,50,1.3513513513513513,4.6,78.96,51.04,9.25,2.35,0.0,2.7,0.0,5.41,0.0,29.73,0.0,2.7,5.41,5.41,0.0,-21.62,2.9771428571428573,0.0,0.0,0.0,0.0
93,T,32,3,47,1.46875,6.3,69.07,43.4,1.63,1.56,3.13,6.25,0.0,9.38,0.0,21.88,0.0,0.0,0.0,6.25,9.39,3.140000000000004,2.9453333333333327,0.0,0.0,0.0,0.0
93,T,28,3,42,1.5,5.7,70.5,18.12,1.0,20.23,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.57,7.14,0.0,-17.86,2.666363636363636,0.0,0.0,0.0,0.0
93,F,43,4,59,1.372093023255814,5.1,77.43,57.83,2.18,56.53,4.65,2.33,0.0,4.65,0.0,11.63,0.0,4.66,0.0,9.31,0.0,4.659999999999998,3.1607142857142856,0.0,0.0,0.0,0.0
93,T,36,4,56,1.5555555555555556,6.8,62.34,41.36,1.17,93.93,5.56,0.0,0.0,2.78,5.56,11.11,0.0,0.0,0.0,8.33,0.0,2.780000000000001,2.54,0.0,0.0,0.0,0.0
94,F,60,4,87,1.4745762711864407,7.9,64.91,44.66,1.0,1.23,5.0,8.33,3.33,3.33,0.0,26.67,0.0,1.67,1.67,3.33,0.0,-10.010000000000002,2.7474999999999996,0.0,0.0,0.0,0.0
94,T,111,4,150,1.3636363636363635,11.7,60.48,11.45,49.26,93.12,6.31,0.9,0.0,6.31,0.0,22.52,0.0,9.01,3.6,5.4,1.8,-8.11,2.7577419354838706,0.9009009009009008,0.0,0.0,0.0
94,T,132,7,181,1.381679389312977,8.2,69.41,3.27,83.49,20.23,2.27,2.27,1.52,6.82,0.76,24.24,0.0,5.3,6.06,11.370000000000001,2.2800000000000002,-6.039999999999996,2.958918918918919,0.0,0.0,0.0,0.0
94,F,50,3,70,1.4,7.4,71.44,63.53,35.01,1.0,0.0,10.0,0.0,4.0,0.0,6.0,0.0,4.0,4.0,20.0,0.0,24.0,3.1027777777777774,0.0,0.0,0.0,0.0
94,T,100,5,138,1.393939393939394,8.7,68.3,21.43,35.01,10.35,3.0,4.0,4.0,2.0,1.0,16.0,0.0,5.0,0.0,7.0,2.0,0.0,2.9096875000000004,0.0,0.0,0.0,0.0
95,F,108,4,146,1.3904761904761904,11.2,61.7,46.87,1.0,2.17,0.93,3.7,1.85,8.33,0.0,16.67,0.0,0.0,5.56,6.48,0.0,-5.560000000000002,3.0796666666666663,0.0,0.0,0.0,0.0
95,T,69,4,93,1.3880597014925373,7.5,71.34,38.85,17.84,1.92,1.45,4.35,0.0,4.35,0.0,23.19,0.0,2.9,1.45,7.25,0.0,-10.14,2.5668421052631576,0.0,0.0,0.0,0.0
95,T,108,4,148,1.3962264150943395,11.3,61.5,68.55,65.87,5.19,0.0,1.85,0.93,6.48,0.93,19.44,0.0,0.93,5.56,9.26,0.93,-7.400000000000002,2.981875,0.0,0.0,0.0,0.9259259259259258
95,F,82,5,126,1.6153846153846154,9.4,55.64,24.62,51.25,96.24,6.1,0.0,2.44,3.66,0.0,13.41,0.0,7.32,6.1,14.64,0.0,7.330000000000002,2.605238095238095,0.0,0.0,0.0,0.0
95,T,69,4,98,1.4411764705882353,7.6,71.14,68.66,82.12,7.29,1.45,2.9,0.0,5.8,0.0,17.39,0.0,5.8,0.0,8.7,1.45,-2.8900000000000023,2.6511538461538464,0.0,0.0,0.0,0.0
96,F,89,4,122,1.4022988505747127,9.4,66.27,68.74,88.44,1.0,1.12,7.87,0.0,7.87,0.0,16.85,0.0,4.49,1.12,11.23,0.0,3.3699999999999974,2.7706896551724136,0.0,0.0,0.0,0.0
96,T,72,4,99,1.3943661971830985,7.9,70.33,41.36,49.53,64.0,6.94,4.17,0.0,5.56,0.0,12.5,0.0,5.56,6.94,5.56,1.39,5.559999999999999,2.9227586206896548,0.0,0.0,0.0,1.3888888888888888
96,T,75,5,103,1.4109589041095891,6.6,73.58,35.86,79.53,62.2,4.0,1.33,0.0,2.67,0.0,17.33,0.0,9.33,2.67,2.66,0.0,-9.339999999999998,2.5886956521739126,0.0,0.0,0.0,0.0
96,F,88,5,127,1.4941176470588236,8.7,62.68,84.07,27.18,36.46,2.27,1.14,0.0,3.41,0.0,5.68,0.0,6.82,2.27,7.96,0.0,5.690000000000001,2.964545454545454,0.0,1.1363636363636365,0.0,0.0
96,T,66,4,88,1.3333333333333333,6.2,80.11,3.27,39.59,67.94,4.55,1.52,1.52,4.55,0.0,19.7,0.0,6.06,1.52,6.06,0.0,-7.58,2.8633333333333337,1.5151515151515151,0.0,0.0,0.0
97,F,42,3,61,1.525,7.3,66.44,42.52,1.0,1.0,0.0,11.9,0.0,14.29,0.0,14.29,0.0,0.0,0.0,7.14,0.0,4.75,3.0633333333333335,0.0,0.0,0.0,0.0
97,T,73,2,107,1.4861111111111112,16.2,43.4,94.13,82.59,63.38,5.48,2.74,0.0,6.85,0.0,8.22,0.0,4.11,2.74,13.700000000000001,1.37,15.069999999999999,2.8748,0.0,0.0,0.0,0.0
97,T,65,4,97,1.5396825396825398,8.3,63.9,74.95,73.25,43.1,3.08,1.54,1.54,6.15,0.0,13.85,0.0,3.08,0.0,12.31,0.0,3.08,2.780769230769231,0.0,1.5384615384615383,0.0,1.5384615384615383
97,F,58,2,84,1.5272727272727273,12.8,52.02,53.16,1.0,74.09,5.17,1.72,0.0,5.17,0.0,5.17,0.0,8.62,0.0,3.45,0.0,5.1800000000000015,3.584090909090909,0.0,0.0,0.0,1.7241379310344829
97,T,56,3,85,1.5178571428571428,9.4,60.95,30.7,1.0,47.3,5.36,3.57,7.14,5.36,0.0,16.07,0.0,5.36,0.0,1.79,3.58,-1.7699999999999996,2.5294117647058822,0.0,0.0,0.0,0.0
98,F,53,4,68,1.2830188679245282,4.9,83.36,32.25,10.87,5.02,3.77,5.66,1.89,1.89,0.0,22.64,0.0,0.0,7.55,9.44,0.0,-3.770000000000003,3.4171428571428573,0.0,0.0,0.0,0.0
98,T,64,4,88,1.375,7.2,72.16,15.97,1.0,1.0,0.0,4.69,0.0,3.13,0.0,23.44,0.0,0.0,6.25,3.12,3.13,-12.5,3.1133333333333333,0.0,0.0,0.0,0.0
98,T,45,5,59,1.3111111111111111,3.3,87.72,66.04,1.91,99.0,11.11,0.0,2.22,6.67,0.0,15.56,0.0,2.22,6.67,2.22,0.0,-2.2300000000000004,2.8600000000000003,0.0,0.0,0.0,0.0
98,F,50,4,79,1.58,8.2,58.79,28.63,13.33,50.98,2.0,0.0,2.0,6.0,0.0,18.0,0.0,0.0,4.0,10.0,0.0,-6.0,3.3513333333333324,0.0,2.0,0.0,0.0
98,T,40,4,53,1.325,3.7,86.71,20.35,2.73,59.44,2.5,0.0,2.5,7.5,0.0,22.5,0.0,0.0,7.5,5.0,0.0,-12.5,3.270769230769231,0.0,0.0,0.0,0.0
99,F,38,4,55,1.4864864864864864,5.7,70.5,52.34,33.61,1.0,2.63,18.42,0.0,7.89,0.0,13.16,0.0,0.0,5.26,10.52,0.0,18.41,2.9426666666666668,0.0,0.0,0.0,0.0
99,T,88,7,112,1.2727272727272727,4.7,84.07,18.45,20.79,9.34,4.55,5.68,1.14,6.82,2.27,18.18,0.0,6.82,1.14,11.36,4.55,7.960000000000001,2.6122222222222224,0.0,0.0,0.0,0.0
99,T,48,5,62,1.2916666666666667,3.5,87.11,7.65,1.0,99.0,10.42,0.0,4.17,6.25,0.0,12.5,0.0,8.33,6.25,2.08,0.0,0.0,3.0041176470588233,2.083333333333333,0.0,2.083333333333333,0.0
99,F,33,4,52,1.5757575757575757,6.5,63.05,63.17,1.0,1.71,3.03,6.06,0.0,9.09,0.0,15.15,0.0,6.06,3.03,6.06,0.0,-1.7763568394002505e-15,2.7960000000000003,0.0,0.0,0.0,0.0
99,T,39,5,58,1.4871794871794872,5.2,72.02,38.2,2.93,2.7,7.69,10.26,7.69,7.69,0.0,12.82,0.0,2.56,0.0,2.56,5.13,15.380000000000003,2.671111111111111,0.0,0.0,0.0,0.0
100,F,109,6,149,1.3796296296296295,8.0,70.13,47.36,5.24,1.0,0.92,5.5,0.92,4.59,0.0,16.51,0.0,1.83,4.59,5.5,0.92,-3.6700000000000017,2.9944827586206895,0.0,0.0,0.0,0.0
100,T,103,5,138,1.3529411764705883,8.9,67.69,23.22,59.3,20.23,1.94,1.94,3.88,7.77,0.97,24.27,0.0,4.85,0.97,7.77,0.97,-11.649999999999999,2.6721739130434785,0.0,0.0,0.0,0.0
100,T,92,4,127,1.4111111111111112,9.7,65.56,26.1,94.98,20.23,1.09,1.09,0.0,5.43,0.0,21.74,0.0,7.6,3.26,3.26,1.09,-15.219999999999999,2.701851851851852,1.0869565217391304,0.0,0.0,0.0
100,F,69,5,100,1.4492753623188406,6.3,74.39,68.66,11.82,20.23,1.45,1.45,0.0,2.9,0.0,15.94,0.0,1.45,4.35,15.94,0.0,2.9000000000000004,3.1672727272727283,0.0,2.898550724637681,1.4492753623188406,1.4492753623188406
100,T,74,5,102,1.3783783783783783,6.7,73.37,42.89,5.81,20.23,2.7,2.7,2.7,2.7,1.35,20.27,0.0,1.35,0.0,8.1,0.0,-6.76,2.77304347826087,0.0,1.351351351351351,0.0,0.0
101,F,25,3,29,1.16,1.8,96.89,74.19,3.34,1.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,2.779,0.0,0.0,0.0,0.0
101,T,45,2,54,1.2,7.3,82.48,2.63,63.35,1.0,0.0,4.44,2.22,8.89,2.22,28.89,0.0,4.44,6.67,4.44,2.22,-17.79,2.4960000000000004,0.0,0.0,0.0,0.0
101,T,47,3,65,1.4130434782608696,6.9,72.87,9.26,42.1,83.95,4.26,0.0,2.13,8.51,0.0,19.15,0.0,4.26,6.38,10.649999999999999,0.0,-4.24,2.9258823529411764,0.0,0.0,0.0,2.127659574468085
101,F,27,2,30,1.1538461538461537,3.6,92.12,10.19,27.44,99.0,7.41,0.0,3.7,3.7,0.0,14.81,0.0,11.11,3.7,7.41,0.0,0.009999999999999787,2.8633333333333333,0.0,0.0,0.0,0.0
101,T,76,5,105,1.381578947368421,6.9,72.97,32.99,52.19,1.0,3.95,9.21,5.26,1.32,0.0,17.11,0.0,6.58,0.0,6.590000000000001,3.95,6.590000000000003,2.895,0.0,0.0,0.0,0.0
102,F,45,4,64,1.4222222222222223,5.3,76.93,89.52,1.91,1.0,2.22,22.22,2.22,6.67,0.0,11.11,0.0,0.0,0.0,4.44,0.0,20.000000000000004,2.9925,0.0,0.0,0.0,0.0
102,T,53,5,79,1.490566037735849,6.2,69.18,89.52,87.76,1.0,3.77,13.21,0.0,5.66,0.0,9.43,0.0,3.77,1.89,15.09,0.0,22.64,2.6447368421052637,0.0,0.0,0.0,0.0
102,T,78,4,108,1.44,8.3,69.31,53.56,30.98,38.83,1.28,0.0,0.0,5.13,0.0,25.64,0.0,3.84,0.0,3.84,1.28,-19.240000000000002,2.527142857142857,0.0,0.0,0.0,1.282051282051282
102,F,45,4,69,1.5333333333333334,6.5,68.47,53.05,19.26,54.76,2.22,0.0,4.44,2.22,0.0,11.11,0.0,0.0,6.67,15.55,0.0,6.66,3.199444444444444,0.0,0.0,0.0,2.2222222222222223
102,T,48,4,75,1.5957446808510638,7.9,59.5,43.4,3.81,4.22,4.17,6.25,0.0,10.42,0.0,6.25,0.0,0.0,0.0,6.25,0.0,10.420000000000002,3.0805,2.083333333333333,0.0,0.0,2.083333333333333
103,F,7,1,11,1.5714285714285714,6.0,64.37,1.0,1.0,1.0,0.0,42.86,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,28.57,3.1300000000000003,0.0,0.0,0.0,0.0
103,T,64,2,100,1.5873015873015872,15.6,39.5,57.51,15.38,20.23,4.69,4.69,1.56,1.56,1.56,25.0,0.0,3.13,3.13,1.56,1.56,-10.940000000000001,2.9476,0.0,0.0,0.0,0.0
103,T,46,2,69,1.5333333333333334,10.9,57.1,86.23,4.38,53.96,2.17,0.0,2.17,2.17,0.0,15.22,0.0,4.34,0.0,4.35,2.17,-6.530000000000001,2.6109999999999998,0.0,2.1739130434782608,0.0,0.0
103,F,14,1,22,1.5714285714285714,8.8,57.27,56.86,24.32,1.0,0.0,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,14.28,0.0,14.279999999999998,3.3242857142857143,0.0,7.142857142857142,0.0,0.0
103,T,45,3,75,1.7045454545454546,10.2,48.09,22.17,10.18,20.23,6.67,6.67,2.22,6.67,0.0,17.78,0.0,4.44,0.0,4.44,0.0,-0.010000000000001563,2.897777777777778,0.0,0.0,0.0,0.0
104,F,94,6,128,1.3617021276595744,7.1,72.46,51.83,6.05,1.0,0.0,8.51,0.0,7.45,2.13,24.47,0.0,1.06,1.06,5.32,0.0,-9.579999999999998,2.8180645161290316,0.0,0.0,0.0,0.0
104,T,76,5,103,1.355263157894737,6.9,72.97,14.93,18.39,61.63,2.63,0.0,2.63,5.26,1.32,42.11,0.0,2.63,3.95,5.2700000000000005,1.32,-32.89,2.7466666666666666,0.0,0.0,0.0,0.0
104,T,59,4,73,1.3035714285714286,5.2,82.65,11.79,20.4,73.26,3.39,0.0,1.69,8.47,0.0,27.12,0.0,5.08,3.39,3.39,0.0,-20.34,2.733125,0.0,0.0,0.0,1.694915254237288
104,F,95,6,129,1.3578947368421053,7.1,72.36,78.14,33.61,20.23,2.11,2.11,1.05,4.21,0.0,10.53,0.0,6.32,2.11,16.85,0.0,10.530000000000003,2.833999999999999,0.0,0.0,0.0,1.0526315789473684
104,T,83,5,131,1.617283950617284,9.6,55.03,45.44,1.0,37.57,4.82,3.61,3.61,4.82,2.41,13.25,0.0,0.0,1.2,2.41,1.2,-1.2100000000000009,2.917837837837838,0.0,0.0,0.0,0.0
105,F,43,3,70,1.6666666666666667,9.9,48.81,81.67,11.94,1.0,0.0,13.95,4.65,4.65,0.0,18.6,0.0,0.0,0.0,6.99,0.0,4.670000000000002,2.7591304347826093,0.0,0.0,0.0,0.0
105,T,60,4,96,1.6551724137931034,10.1,48.3,84.21,19.26,1.0,1.67,10.0,0.0,10.0,0.0,11.67,0.0,0.0,1.67,8.33,1.67,10.000000000000002,2.726086956521739,0.0,0.0,0.0,0.0
105,T,62,4,88,1.4193548387096775,7.0,72.66,14.28,25.64,20.23,1.61,1.61,1.61,8.06,1.61,22.58,0.0,1.61,1.61,6.46,0.0,-12.889999999999999,2.7031818181818186,0.0,0.0,0.0,1.6129032258064515
105,F,51,4,76,1.4901960784313726,7.1,66.94,35.2,46.57,20.23,1.96,1.96,0.0,3.92,0.0,21.57,0.0,5.88,1.96,21.560000000000002,0.0,3.9100000000000037,3.056111111111111,0.0,0.0,0.0,1.96078431372549
105,T,61,3,110,1.8032786885245902,13.6,33.95,45.55,1.0,71.67,6.56,3.28,0.0,6.56,0.0,13.11,0.0,0.0,0.0,1.64,1.64,0.009999999999999787,3.081538461538462,0.0,0.0,0.0,0.0
106,F,24,1,35,1.4583333333333333,11.5,55.58,5.64,89.39,1.0,4.17,8.33,0.0,8.33,0.0,25.0,0.0,4.17,8.33,20.84,0.0,8.340000000000003,3.017272727272727,0.0,0.0,0.0,0.0
106,T,43,1,51,1.2439024390243902,14.6,63.7,50.85,53.52,56.53,2.33,0.0,4.65,4.65,0.0,18.6,0.0,2.33,2.33,6.99,0.0,-9.280000000000001,2.990714285714286,2.3255813953488373,0.0,0.0,0.0
106,T,19,2,20,1.1764705882352942,1.9,96.69,1.0,70.28,99.0,15.79,0.0,0.0,15.79,0.0,10.53,0.0,15.79,5.26,0.0,5.26,10.519999999999998,2.6475,0.0,0.0,0.0,0.0
106,F,51,3,61,1.2448979591836735,4.9,88.77,83.1,3.12,50.31,1.96,0.0,0.0,1.96,0.0,7.84,0.0,1.96,3.92,5.88,3.92,3.9200000000000017,3.2673684210526317,0.0,0.0,0.0,0.0
106,T,27,1,47,1.7407407407407407,15.0,35.61,55.25,1.0,99.0,7.41,0.0,0.0,3.7,0.0,14.81,0.0,3.7,0.0,0.0,0.0,-7.4,2.310833333333333,0.0,0.0,0.0,0.0
107,F,23,2,26,1.1818181818181819,2.9,94.15,2.08,1.0,20.23,0.0,0.0,0.0,0.0,0.0,30.43,0.0,0.0,8.7,0.0,0.0,-30.43,3.6225000000000005,0.0,0.0,0.0,0.0
107,T,29,2,35,1.2962962962962963,5.0,83.15,47.93,95.69,1.05,0.0,3.45,0.0,3.45,0.0,17.24,0.0,6.9,0.0,10.350000000000001,0.0,-3.4399999999999977,3.086363636363636,0.0,0.0,0.0,0.0
107,T,35,3,56,1.6,7.9,59.6,12.97,99.0,20.23,0.0,0.0,0.0,8.57,0.0,20.0,0.0,11.43,0.0,11.43,0.0,-8.57,2.9235714285714285,0.0,0.0,0.0,0.0
107,F,34,4,54,1.588235294117647,6.6,62.85,29.85,26.78,1.85,0.0,2.94,2.94,5.88,0.0,14.71,0.0,0.0,8.82,11.76,0.0,-0.010000000000001563,3.0758823529411763,0.0,0.0,0.0,0.0
107,T,41,3,55,1.375,6.1,74.9,9.13,6.47,3.01,0.0,2.44,0.0,4.88,2.44,19.51,0.0,4.88,2.44,4.88,0.0,-12.190000000000001,2.9059999999999997,0.0,0.0,0.0,0.0
108,F,80,5,92,1.2105263157894737,4.5,89.89,5.64,1.0,1.0,0.0,3.75,0.0,8.75,1.25,23.75,0.0,2.5,12.5,2.5,0.0,-17.5,3.4192857142857136,1.25,0.0,0.0,0.0
108,T,27,2,39,1.4444444444444444,6.2,74.69,16.08,2.63,77.5,3.7,0.0,0.0,7.41,3.7,29.63,0.0,3.7,3.7,11.11,0.0,-14.82,2.476,0.0,0.0,0.0,0.0
108,T,68,4,88,1.3333333333333333,6.2,80.11,9.55,89.39,7.16,0.0,1.47,1.47,4.41,0.0,26.47,0.0,10.29,2.94,5.88,7.35,-11.769999999999998,2.640454545454545,0.0,0.0,0.0,0.0
108,F,51,3,61,1.2448979591836735,4.9,88.77,35.2,46.57,1.0,0.0,3.92,5.88,1.96,0.0,7.84,0.0,3.92,7.84,23.529999999999998,0.0,19.609999999999996,2.8983333333333334,0.0,1.96078431372549,0.0,0.0
108,T,62,3,87,1.4745762711864407,9.8,59.94,20.52,35.88,20.23,3.23,3.23,1.61,4.84,0.0,19.35,0.0,8.06,0.0,3.22,1.61,-8.07,2.945652173913044,0.0,0.0,0.0,0.0
109,F,84,4,120,1.5,9.9,59.64,29.12,24.32,57.46,3.57,1.19,2.38,5.95,3.57,16.67,0.0,3.57,4.76,5.95,0.0,-5.960000000000001,2.6891666666666665,0.0,0.0,0.0,0.0
109,T,62,3,86,1.4098360655737705,8.8,67.79,20.52,47.26,1.4,1.61,4.84,0.0,6.45,0.0,25.81,0.0,3.23,4.84,6.45,1.61,-11.299999999999997,2.504210526315789,0.0,0.0,0.0,1.6129032258064515
109,T,49,4,71,1.5106382978723405,6.7,67.96,11.13,1.55,51.68,4.08,2.04,6.12,6.12,0.0,16.33,0.0,0.0,2.04,4.08,0.0,-6.129999999999999,2.5422222222222226,0.0,0.0,4.081632653061225,0.0
109,F,82,5,113,1.3780487804878048,7.3,71.75,62.96,51.25,1.0,0.0,3.66,1.22,6.1,3.66,12.2,0.0,6.1,2.44,19.52,0.0,10.98,3.0113793103448274,1.2195121951219512,0.0,0.0,0.0
109,T,43,4,64,1.4883720930232558,6.3,68.97,64.59,1.0,3.38,2.33,4.65,0.0,2.33,4.65,9.3,0.0,2.33,0.0,4.66,0.0,2.34,2.8720000000000003,0.0,0.0,0.0,0.0
110,F,66,5,92,1.393939393939394,6.1,75.0,20.83,39.59,1.0,0.0,12.12,3.03,7.58,0.0,13.64,0.0,4.55,1.52,15.16,0.0,13.64,2.9200000000000004,1.5151515151515151,0.0,0.0,0.0
110,T,83,5,116,1.3975903614457832,7.4,71.55,22.54,74.14,1.0,0.0,6.02,1.2,6.02,1.2,33.73,0.0,6.0200000000000005,0.0,4.81,0.0,-22.9,2.805384615384616,0.0,0.0,0.0,0.0
110,T,56,4,77,1.4259259259259258,6.2,74.69,9.41,48.09,5.5,1.79,3.57,3.57,5.36,0.0,16.07,0.0,7.14,3.57,5.359999999999999,3.58,-1.7699999999999996,2.797272727272728,0.0,0.0,0.0,1.7857142857142856
