outcome_class,word_counts,num_sentences,num_syllables,avg_syllables_per_word,fk_grade,fk_read,Analytic,Authentic,Tone,tone_pos,tone_neg,focuspast,focuspresent,focusfuture,Cognition,memory,Self-reference,Other-reference,Contextual Embedding,Perceptual Details,Reality Monitoring,concr_score,Temporal details,Spatial details,People,Quantity details
t,53,4,74,1.4509803921568627,7.1,66.94,70.56,18.63,78.39,3.77,0.0,1.89,1.89,5.66,5.66,0.0,7.54,1.89,5.66,3.77,7.539999999999999,3.4387499999999998,5.660377358490566,0.0,0.0,0.0
t,56,3,81,1.4464285714285714,8.2,69.41,97.3,98.61,20.23,0.0,0.0,0.0,3.57,0.0,10.71,0.0,8.93,0.0,19.64,3.57,12.5,3.1426315789473684,0.0,1.7857142857142856,0.0,1.7857142857142856
t,43,3,50,1.1627906976744187,4.1,90.8,85.98,99.0,87.73,4.65,0.0,2.33,9.3,0.0,2.33,0.0,9.3,0.0,27.91,0.0,30.230000000000004,3.6455555555555557,4.651162790697675,4.651162790697675,0.0,0.0
t,126,7,168,1.3658536585365855,7.8,70.53,63.81,97.92,80.75,3.97,0.0,1.59,3.97,3.97,4.76,0.0,6.35,0.0,24.6,0.79,24.6,3.4092682926829267,7.936507936507936,1.5873015873015872,0.7936507936507936,0.0
t,110,7,141,1.2818181818181817,5.9,80.92,50.6,57.01,63.17,2.73,0.0,1.82,8.18,3.64,9.09,0.0,4.55,3.64,17.28,0.0,10.920000000000002,3.2872222222222223,0.0,0.9090909090909092,0.0,0.9090909090909092
t,76,3,102,1.36,10.7,63.02,20.07,77.97,20.23,0.0,0.0,3.95,9.21,1.32,9.21,0.0,11.84,1.32,14.469999999999999,2.64,7.899999999999999,3.1568181818181817,1.3157894736842104,0.0,0.0,0.0
t,45,3,50,1.1363636363636365,3.1,98.85,39.7,99.0,20.23,0.0,0.0,2.22,0.0,6.67,2.22,0.0,11.11,4.44,24.44,2.22,24.44,4.085555555555556,2.2222222222222223,0.0,0.0,0.0
t,55,2,70,1.2727272727272727,10.5,68.94,93.7,99.0,47.86,1.82,0.0,1.82,0.0,5.45,0.0,0.0,10.91,0.0,40.0,0.0,41.82,3.6021052631578945,10.90909090909091,0.0,0.0,0.0
t,97,5,116,1.2210526315789474,6.0,86.03,90.88,45.7,20.23,0.0,0.0,0.0,5.15,4.12,5.15,0.0,7.210000000000001,0.0,14.440000000000001,0.0,9.290000000000001,3.5650000000000004,4.123711340206186,0.0,1.0309278350515465,1.0309278350515465
t,35,3,45,1.2857142857142858,4.3,84.98,39.7,63.35,94.7,5.71,0.0,0.0,0.0,17.14,0.0,0.0,14.29,2.86,8.58,5.72,20.01,3.8,2.857142857142857,0.0,0.0,0.0
t,85,3,103,1.2409638554216869,9.4,77.2,50.27,38.22,37.12,1.18,0.0,2.35,3.53,5.88,7.06,0.0,9.42,1.18,9.41,1.18,4.71,3.4833333333333334,4.705882352941177,0.0,0.0,1.1764705882352942
t,50,2,65,1.3265306122448979,9.3,71.99,57.7,99.0,50.98,2.0,0.0,6.0,2.0,4.0,8.0,0.0,8.0,0.0,26.0,2.0,22.0,3.2979999999999996,2.0,0.0,0.0,0.0
t,75,4,110,1.4666666666666666,9.4,60.85,74.19,85.71,20.23,0.0,0.0,5.33,1.33,6.67,13.33,0.0,8.0,0.0,12.0,2.67,1.3399999999999999,2.7752380952380946,4.000000000000001,0.0,0.0,0.0
t,24,1,24,1.0,5.6,97.88,1.39,99.0,20.23,0.0,0.0,0.0,0.0,8.33,0.0,0.0,20.83,0.0,29.17,0.0,29.17,3.6700000000000004,0.0,0.0,0.0,0.0
t,28,1,34,1.2142857142857142,9.5,76.9,56.86,48.09,20.23,0.0,0.0,0.0,0.0,3.57,7.14,0.0,10.709999999999999,3.57,14.280000000000001,7.14,14.280000000000001,4.098571428571428,0.0,0.0,0.0,0.0
t,15,1,22,1.4666666666666666,8.0,64.71,89.52,93.95,20.23,0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,0.0,26.67,20.0,40.0,3.434,0.0,6.666666666666667,0.0,6.666666666666667
t,69,3,89,1.289855072463768,8.7,73.51,91.38,99.0,1.92,0.0,2.9,0.0,1.45,5.8,4.35,0.0,7.25,0.0,28.990000000000002,0.0,27.54,3.264814814814815,1.4492753623188406,0.0,0.0,5.797101449275362
t,20,2,26,1.3,3.7,86.71,97.77,89.39,99.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,15.0,0.0,25.0,4.132857142857143,0.0,0.0,0.0,0.0
t,28,2,36,1.3333333333333333,5.0,83.15,98.05,48.09,98.65,7.14,0.0,0.0,0.0,10.71,0.0,0.0,3.57,0.0,17.85,0.0,24.990000000000002,4.0600000000000005,3.571428571428571,7.142857142857142,3.571428571428571,3.571428571428571
t,21,2,26,1.2380952380952381,2.7,94.66,70.33,99.0,88.66,9.52,4.76,0.0,9.52,14.29,14.29,0.0,14.29,4.76,14.28,4.76,19.04,3.28375,4.761904761904762,0.0,0.0,0.0
t,45,3,67,1.488888888888889,8.0,64.71,98.16,97.42,97.84,6.67,0.0,0.0,2.22,4.44,11.11,0.0,4.44,0.0,17.78,8.89,22.230000000000004,2.841666666666667,2.2222222222222223,0.0,0.0,0.0
t,27,1,37,1.3703703703703705,11.5,60.99,83.52,27.44,20.23,0.0,0.0,0.0,0.0,7.41,3.7,0.0,3.7,0.0,7.41,0.0,3.71,3.508888888888889,3.7037037037037033,0.0,0.0,0.0
t,36,2,44,1.2941176470588236,6.4,79.6,73.36,77.17,93.93,5.56,0.0,0.0,5.56,0.0,5.56,0.0,2.78,0.0,19.439999999999998,0.0,19.439999999999998,2.936666666666666,0.0,0.0,0.0,0.0
t,22,3,27,1.2272727272727273,1.4,97.91,71.44,99.0,20.23,0.0,0.0,0.0,0.0,13.64,0.0,0.0,13.64,0.0,27.28,0.0,27.28,3.577142857142857,13.636363636363637,0.0,0.0,0.0
t,65,2,88,1.353846153846154,13.6,55.41,45.12,61.28,20.23,0.0,0.0,1.52,3.03,9.09,4.55,0.0,6.07,0.0,13.639999999999999,0.0,9.09,3.5095,3.0769230769230766,0.0,0.0,0.0
t,68,4,81,1.2272727272727273,5.0,88.57,5.8,85.22,20.23,0.0,0.0,2.99,2.99,5.97,14.93,0.0,10.45,1.49,11.94,0.0,-2.99,3.301875,0.0,4.411764705882352,0.0,2.941176470588235
t,49,3,58,1.2083333333333333,4.8,89.08,73.79,24.32,96.32,6.12,0.0,0.0,6.12,2.04,8.16,0.0,4.08,0.0,12.24,0.0,10.2,3.6616666666666666,0.0,0.0,0.0,0.0
t,31,2,48,1.5483870967741935,8.2,64.2,93.3,79.1,97.31,6.45,0.0,3.23,0.0,9.68,6.45,0.0,9.68,0.0,12.9,0.0,12.900000000000002,3.0749999999999997,3.225806451612903,0.0,0.0,0.0
t,15,1,22,1.4666666666666666,8.0,64.71,96.08,63.35,20.23,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.33,0.0,6.67,6.67,13.34,3.9800000000000004,6.666666666666667,0.0,0.0,0.0
t,30,2,37,1.3214285714285714,5.2,82.65,59.67,93.95,20.23,0.0,0.0,3.33,3.33,0.0,3.33,0.0,10.0,0.0,23.34,0.0,20.009999999999998,3.662,6.666666666666667,0.0,0.0,0.0
t,39,3,50,1.2820512820512822,4.8,83.66,80.69,30.98,20.23,0.0,0.0,0.0,5.13,2.56,10.26,0.0,7.69,0.0,10.26,0.0,0.0,4.1111764705882345,5.128205128205128,0.0,0.0,0.0
t,29,2,37,1.3703703703703705,6.2,74.69,68.11,43.66,74.09,3.45,0.0,0.0,3.45,13.79,0.0,0.0,3.45,3.45,17.25,0.0,20.7,3.4549999999999996,10.344827586206897,0.0,3.4482758620689653,0.0
t,72,3,80,1.1111111111111112,6.8,89.42,87.49,93.31,20.23,0.0,0.0,0.0,0.0,8.33,2.78,0.0,11.12,0.0,19.45,2.78,19.45,3.8000000000000007,1.3888888888888888,0.0,0.0,1.3888888888888888
t,68,4,75,1.1363636363636365,3.8,97.03,59.96,89.39,95.42,5.88,0.0,1.47,2.94,10.29,4.41,0.0,7.35,0.0,26.46,0.0,27.930000000000003,3.3405555555555555,4.411764705882352,2.941176470588235,0.0,0.0
t,28,2,36,1.44,5.8,75.71,67.11,72.58,98.65,7.14,0.0,0.0,3.57,7.14,0.0,0.0,14.28,0.0,14.28,0.0,21.419999999999998,3.4833333333333334,3.571428571428571,0.0,0.0,7.142857142857142
t,77,4,94,1.236842105263158,6.0,86.03,64.42,95.15,61.07,3.9,1.3,0.0,3.9,0.0,16.88,0.0,9.09,0.0,12.98,5.2,7.790000000000003,3.5090322580645164,0.0,0.0,0.0,0.0
t,64,2,87,1.359375,13.4,55.92,66.51,65.48,96.74,7.81,1.56,0.0,6.25,1.56,4.69,0.0,9.37,0.0,9.379999999999999,0.0,14.069999999999997,3.0860000000000003,0.0,0.0,0.0,0.0
t,40,2,50,1.25,7.6,76.56,99.0,63.35,99.0,12.5,0.0,2.5,5.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,27.5,3.7492307692307687,2.5,0.0,0.0,0.0
t,98,4,112,1.1546391752577319,8.0,80.65,71.44,23.51,20.23,0.0,0.0,1.01,3.03,9.09,9.09,0.0,8.08,0.0,12.12,2.02,5.049999999999999,3.3520833333333333,3.061224489795918,0.0,0.0,0.0
t,24,1,28,1.2173913043478262,7.5,81.97,89.52,97.72,83.0,4.17,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,20.83,0.0,25.0,3.585,8.333333333333332,0.0,0.0,0.0
t,63,3,76,1.2063492063492063,6.8,84.0,10.19,77.17,43.94,1.59,0.0,0.0,1.59,9.52,6.35,0.0,17.46,0.0,15.86,0.0,11.1,4.004666666666667,0.0,0.0,0.0,3.1746031746031744
t,46,2,60,1.3043478260869565,8.7,73.51,18.75,29.9,20.23,0.0,0.0,0.0,4.35,8.7,4.35,0.0,10.87,4.34,8.69,4.35,8.69,3.67,2.1739130434782608,4.3478260869565215,0.0,0.0
t,58,2,67,1.2181818181818183,9.3,77.4,63.33,92.0,99.0,8.62,0.0,0.0,6.9,0.0,3.45,0.0,5.17,0.0,22.409999999999997,0.0,27.579999999999995,3.342857142857143,3.4482758620689657,0.0,0.0,0.0
t,64,5,92,1.4375,5.9,75.4,98.98,43.27,96.74,6.25,0.0,0.0,4.69,0.0,6.25,0.0,1.56,1.56,15.64,0.0,15.64,3.2223333333333333,0.0,0.0,0.0,1.5625
t,84,5,113,1.3452380952380953,6.3,79.8,98.05,97.09,37.34,1.19,0.0,3.57,2.38,1.19,11.9,0.0,3.57,0.0,20.23,8.33,17.85,3.196206896551724,1.1904761904761905,0.0,0.0,2.380952380952381
t,50,3,63,1.26,6.3,79.9,57.7,96.32,50.98,2.0,0.0,0.0,2.0,0.0,6.0,0.0,10.0,2.0,20.0,4.0,20.0,3.30875,0.0,0.0,0.0,0.0
t,83,3,91,1.2133333333333334,8.3,79.94,41.16,99.0,20.23,1.22,1.22,2.44,2.44,3.66,12.2,0.0,12.2,1.22,23.18,0.0,13.420000000000002,3.1160869565217393,1.2048192771084338,3.6144578313253017,0.0,1.2048192771084338
t,42,1,47,1.205128205128205,13.8,65.73,70.33,84.92,20.23,0.0,0.0,2.38,4.76,4.76,2.38,0.0,4.76,0.0,19.049999999999997,0.0,16.669999999999998,4.418181818181818,7.142857142857142,2.380952380952381,0.0,0.0
t,52,4,62,1.2653061224489797,4.5,84.37,41.98,99.0,49.66,1.92,0.0,0.0,1.92,5.77,0.0,0.0,17.310000000000002,0.0,30.770000000000003,3.84,36.53,3.9786666666666672,1.9230769230769231,0.0,0.0,0.0
t,33,1,35,1.0606060606060606,10.3,80.28,98.44,95.15,20.23,0.0,0.0,3.03,0.0,3.03,3.03,0.0,6.06,0.0,21.21,0.0,18.18,3.7276923076923083,0.0,3.0303030303030303,0.0,0.0
t,16,1,21,1.4,6.8,73.17,62.1,89.39,99.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,12.5,0.0,25.0,3.906,0.0,0.0,0.0,6.25
t,43,3,55,1.3095238095238095,5.2,82.65,94.5,89.39,86.79,4.55,0.0,2.27,0.0,0.0,2.27,0.0,4.54,0.0,20.45,0.0,22.73,3.646315789473684,4.651162790697675,0.0,0.0,2.3255813953488373
t,37,2,48,1.2972972972972974,7.0,78.08,11.45,99.0,62.77,2.7,0.0,2.7,8.11,0.0,18.92,0.0,8.11,2.7,32.44,0.0,16.22,3.5654545454545454,0.0,0.0,0.0,0.0
t,52,3,66,1.2692307692307692,6.5,79.3,53.56,81.58,99.0,9.62,0.0,0.0,5.77,1.92,5.77,0.0,7.69,0.0,19.23,0.0,23.080000000000002,3.0456250000000002,5.769230769230769,0.0,0.0,0.0
t,58,3,71,1.2678571428571428,7.0,77.87,89.52,67.94,46.24,1.72,0.0,1.72,1.72,10.34,1.72,0.0,10.34,1.72,18.96,0.0,18.96,3.779047619047619,5.172413793103448,0.0,0.0,0.0
t,45,3,60,1.3333333333333333,5.6,81.63,71.95,93.95,3.72,0.0,2.22,4.44,6.67,2.22,11.11,0.0,2.22,4.44,24.439999999999998,0.0,15.549999999999997,3.2585714285714285,2.2222222222222223,0.0,0.0,0.0
t,36,2,49,1.3611111111111112,8.0,70.13,98.16,99.0,93.93,5.56,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,27.78,0.0,27.780000000000005,3.614615384615384,2.7777777777777777,0.0,0.0,2.7777777777777777
t,66,4,94,1.4242424242424243,7.4,71.65,14.87,91.71,99.0,15.15,1.52,1.52,6.06,0.0,10.61,0.0,9.09,0.0,15.149999999999999,3.04,24.25,2.96,1.5151515151515151,0.0,0.0,0.0
t,35,2,48,1.3714285714285714,7.8,70.63,72.76,99.0,65.27,2.86,0.0,0.0,2.86,5.71,0.0,0.0,14.29,2.86,40.0,0.0,42.86,3.7433333333333327,2.857142857142857,2.857142857142857,0.0,0.0
t,31,3,36,1.1612903225806452,2.6,94.86,51.31,58.85,70.91,3.23,0.0,3.23,6.45,0.0,6.45,0.0,12.9,6.45,22.58,3.23,22.59,3.497777777777778,3.225806451612903,0.0,3.225806451612903,0.0
t,25,1,28,1.12,7.1,88.4,3.8,1.0,99.0,8.0,0.0,0.0,8.0,4.0,8.0,0.0,8.0,16.0,16.0,4.0,20.0,2.958,0.0,0.0,0.0,0.0
t,68,4,93,1.3880597014925373,7.5,71.34,51.16,18.77,98.98,7.35,0.0,0.0,4.41,0.0,7.35,0.0,10.29,0.0,5.88,2.94,8.820000000000002,3.309,0.0,1.4705882352941175,0.0,0.0
t,25,1,32,1.28,9.5,71.48,96.85,63.35,99.0,12.0,4.0,0.0,4.0,4.0,0.0,0.0,12.0,4.0,8.0,8.0,32.0,3.3480000000000003,0.0,4.0,0.0,0.0
t,38,1,47,1.236842105263158,13.4,66.75,52.34,52.19,99.0,15.79,0.0,0.0,10.53,5.26,0.0,0.0,7.89,0.0,10.52,0.0,26.31,3.4085714285714284,2.631578947368421,2.631578947368421,2.631578947368421,2.631578947368421
t,131,9,167,1.336,5.2,82.75,65.33,50.45,30.55,0.76,0.0,3.03,3.03,3.79,9.85,0.76,9.85,0.0,14.39,6.07,12.13,3.1512195121951216,3.8167938931297707,0.0,0.0,0.7633587786259541
t,29,1,37,1.2758620689655173,11.1,67.42,13.62,99.0,20.23,0.0,0.0,0.0,10.34,0.0,6.9,0.0,17.24,0.0,24.14,0.0,17.240000000000002,3.209090909090909,3.4482758620689653,0.0,0.0,0.0
t,54,3,65,1.3265306122448979,6.1,80.31,83.52,92.16,48.44,1.85,0.0,3.7,0.0,5.56,5.56,0.0,11.12,1.85,22.23,5.550000000000001,24.070000000000004,3.4705882352941173,5.555555555555555,0.0,1.851851851851852,0.0
t,85,10,105,1.2352941176470589,1.9,96.69,99.0,77.89,75.21,3.53,0.0,1.18,3.53,0.0,4.71,0.0,1.18,0.0,24.71,7.050000000000001,30.58,3.7813513513513515,5.882352941176471,0.0,0.0,0.0
t,60,4,68,1.1333333333333333,3.2,98.55,64.48,82.8,45.29,1.67,0.0,0.0,0.0,10.0,0.0,0.0,10.0,3.33,20.0,0.0,21.67,3.972666666666666,1.6666666666666667,3.333333333333333,0.0,1.6666666666666667
t,56,3,73,1.3518518518518519,8.0,70.13,83.77,89.39,99.0,10.71,1.79,0.0,1.79,5.36,8.93,0.0,8.93,3.57,23.21,0.0,26.78,3.08952380952381,3.571428571428571,0.0,1.7857142857142856,1.7857142857142856
t,17,1,20,1.1764705882352942,5.2,88.06,89.52,83.69,20.23,0.0,0.0,5.88,0.0,0.0,0.0,0.0,5.88,0.0,23.52,0.0,23.52,4.045,0.0,0.0,0.0,0.0
t,22,1,28,1.2727272727272727,8.3,74.53,45.12,95.15,20.23,0.0,0.0,0.0,4.55,0.0,0.0,0.0,13.64,4.55,13.64,0.0,13.64,3.938333333333333,0.0,4.545454545454546,0.0,4.545454545454546
t,38,2,47,1.2702702702702702,7.0,78.08,74.45,99.0,99.0,10.53,0.0,0.0,2.63,0.0,5.26,0.0,7.89,0.0,18.41,2.63,26.310000000000002,3.4547058823529415,2.631578947368421,0.0,0.0,0.0
t,49,4,63,1.3125,4.4,84.68,78.57,99.0,20.23,0.0,0.0,0.0,0.0,8.16,4.08,0.0,14.29,0.0,36.73,0.0,32.65,3.9009090909090904,2.0408163265306123,0.0,0.0,0.0
t,32,3,38,1.1875,2.7,94.45,93.21,99.0,20.23,0.0,0.0,0.0,3.13,0.0,0.0,0.0,15.63,0.0,34.39,0.0,34.39,4.023571428571429,0.0,0.0,0.0,0.0
t,39,2,56,1.435897435897436,8.5,68.6,92.63,81.58,99.0,15.38,0.0,0.0,2.56,5.13,7.69,0.0,10.26,2.56,12.82,0.0,20.51,3.1361538461538467,2.564102564102564,0.0,0.0,2.564102564102564
t,47,3,56,1.1914893617021276,4.7,89.38,89.52,42.1,97.14,6.38,0.0,0.0,6.38,8.51,2.13,0.0,4.26,2.13,12.78,4.26,21.29,3.5100000000000002,4.25531914893617,2.127659574468085,0.0,2.127659574468085
t,103,6,126,1.2233009708737863,5.3,87.86,47.22,92.9,33.82,0.97,0.0,0.97,0.97,7.77,3.88,0.0,9.71,3.88,15.54,11.65,24.279999999999998,3.833030303030303,0.0,0.0,0.0,0.0
t,15,2,18,1.2,1.5,97.7,39.7,63.35,20.23,0.0,0.0,0.0,0.0,6.67,6.67,0.0,13.34,0.0,6.67,0.0,0.0,3.3083333333333336,0.0,0.0,0.0,0.0
t,55,3,68,1.2592592592592593,6.8,78.59,91.82,50.45,20.23,0.0,0.0,0.0,3.64,0.0,1.82,0.0,12.73,0.0,12.73,3.64,14.55,3.67875,1.818181818181818,0.0,0.0,3.636363636363636
t,15,1,18,1.2,4.4,90.09,98.78,63.35,20.23,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.67,0.0,20.009999999999998,0.0,20.009999999999998,3.7857142857142856,0.0,0.0,0.0,0.0
t,21,1,24,1.2,6.4,85.02,94.68,99.0,20.23,0.0,0.0,0.0,0.0,4.76,0.0,0.0,9.52,0.0,38.1,0.0,38.1,3.546666666666667,4.761904761904762,0.0,0.0,4.761904761904762
t,25,2,33,1.32,4.6,84.17,99.0,3.34,99.0,8.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,4.0,12.0,0.0,16.0,3.86,0.0,0.0,0.0,0.0
t,27,1,32,1.3333333333333333,9.1,72.5,93.76,92.16,77.5,3.7,0.0,3.7,0.0,3.7,3.7,0.0,7.41,0.0,25.919999999999998,0.0,25.919999999999998,4.16125,0.0,3.7037037037037033,0.0,0.0
t,26,2,38,1.4615384615384615,7.2,66.74,31.07,11.63,20.23,0.0,0.0,0.0,3.85,7.69,0.0,0.0,7.69,0.0,11.54,3.85,15.389999999999999,3.5170000000000003,0.0,3.8461538461538463,0.0,0.0
t,51,4,61,1.2708333333333333,4.4,84.68,99.0,99.0,50.31,1.96,0.0,0.0,0.0,1.96,5.88,0.0,7.84,0.0,25.49,3.92,25.49,3.7647368421052634,1.96078431372549,0.0,0.0,0.0
t,39,1,53,1.358974358974359,16.1,48.81,98.55,78.67,20.23,0.0,0.0,0.0,2.5,2.5,0.0,0.0,5.0,0.0,22.5,0.0,22.5,3.478666666666667,10.256410256410255,0.0,0.0,5.128205128205128
t,27,1,30,1.1538461538461537,8.7,78.93,99.0,98.13,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,22.22,0.0,22.22,4.12625,0.0,3.7037037037037033,0.0,0.0
t,24,1,28,1.1666666666666667,7.9,80.96,26.1,15.38,83.0,4.17,0.0,4.17,4.17,8.33,0.0,0.0,12.5,8.33,16.67,0.0,20.840000000000003,3.6559999999999997,0.0,0.0,0.0,0.0
t,19,1,24,1.263157894736842,7.2,77.57,22.98,70.28,99.0,10.53,0.0,0.0,5.26,5.26,5.26,0.0,5.26,0.0,15.79,0.0,21.060000000000002,3.5400000000000005,5.263157894736842,0.0,0.0,0.0
t,38,1,46,1.2105263157894737,13.4,66.75,95.09,99.0,20.23,0.0,0.0,2.63,0.0,10.53,2.63,0.0,7.89,2.63,36.839999999999996,0.0,34.209999999999994,3.785333333333333,0.0,0.0,0.0,0.0
t,25,1,31,1.2916666666666667,9.1,72.5,74.19,99.0,99.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,28.0,0.0,32.0,3.808888888888889,4.0,0.0,0.0,0.0
t,22,1,40,1.8181818181818181,14.2,32.22,58.76,79.84,20.23,0.0,0.0,0.0,0.0,9.09,13.64,0.0,4.55,0.0,4.55,0.0,-9.09,3.41625,0.0,0.0,0.0,0.0
t,26,1,33,1.2692307692307692,9.9,70.47,89.52,11.63,20.23,0.0,0.0,3.85,0.0,7.69,3.85,0.0,7.7,3.85,7.7,0.0,3.85,4.04111111111111,0.0,3.8461538461538463,0.0,0.0
t,32,4,39,1.2580645161290323,2.8,88.94,89.52,32.54,69.4,3.13,0.0,3.13,0.0,3.13,3.13,0.0,3.13,3.13,12.510000000000002,3.13,15.64,3.667272727272727,0.0,0.0,3.125,0.0
t,80,4,97,1.2933333333333332,7.1,77.77,36.09,99.0,59.44,2.5,0.0,6.25,1.25,5.0,6.25,0.0,13.75,1.25,22.5,2.5,21.25,3.289,5.0,1.25,1.25,1.25
t,60,2,66,1.1578947368421053,9.7,76.39,77.34,98.38,45.29,1.67,0.0,6.67,3.33,6.67,8.33,1.67,6.67,0.0,28.33,0.0,21.67,3.2726315789473683,3.333333333333333,0.0,0.0,0.0
t,53,3,57,1.1176470588235294,4.0,96.52,75.29,96.75,78.39,3.77,0.0,5.66,1.89,3.77,5.66,0.0,9.43,1.89,20.76,0.0,18.87,3.403125,3.7735849056603774,0.0,3.7735849056603774,0.0
t,139,14,172,1.2647058823529411,3.5,87.01,39.28,54.24,97.37,6.47,0.0,2.16,5.04,2.88,8.63,0.0,6.48,6.4799999999999995,15.830000000000002,0.72,14.389999999999999,3.5599999999999996,1.4388489208633095,0.0,0.0,0.7194244604316548
t,117,5,134,1.2523364485981308,8.1,75.13,85.57,98.32,2.7,0.0,2.56,0.0,2.56,0.0,5.98,0.0,10.25,5.13,22.23,3.41,22.22,3.1706666666666665,5.128205128205129,0.0,0.0,0.0
t,158,7,196,1.2810457516339868,8.3,74.63,58.17,37.41,78.39,3.77,0.0,0.0,2.52,5.03,3.77,0.0,6.29,4.4,16.98,2.52,19.5,3.381836734693877,2.5316455696202533,0.6329113924050633,0.0,0.0
t,98,3,131,1.336734693877551,12.5,63.66,89.52,44.43,82.06,4.08,0.0,1.02,2.04,6.12,6.12,0.0,10.2,0.0,12.239999999999998,2.04,12.239999999999998,3.8314285714285714,4.081632653061225,0.0,0.0,1.020408163265306
t,63,8,77,1.2419354838709677,1.6,97.4,37.85,94.6,70.15,3.17,0.0,9.52,0.0,3.17,7.94,0.0,11.11,0.0,11.11,1.59,7.929999999999999,3.2822222222222224,3.1746031746031744,0.0,0.0,0.0
t,55,3,81,1.5,9.1,61.67,56.07,99.0,20.23,0.0,0.0,0.0,5.45,0.0,1.82,0.0,7.2700000000000005,1.82,38.18,1.82,38.18,3.5554999999999994,9.09090909090909,0.0,0.0,3.636363636363636
t,77,4,96,1.263157894736842,7.2,77.57,77.73,41.14,39.1,2.6,1.3,1.3,2.6,2.6,7.79,0.0,10.39,2.6,6.5,2.6,5.21,3.858666666666666,1.2987012987012987,0.0,0.0,0.0
t,41,2,53,1.325,7.6,76.56,97.66,87.24,20.23,0.0,0.0,0.0,0.0,2.44,2.44,0.0,4.88,2.44,19.52,2.44,19.52,3.7477777777777783,2.4390243902439024,0.0,0.0,2.4390243902439024
t,147,6,184,1.2777777777777777,9.1,72.5,64.77,99.0,88.66,4.76,0.0,0.68,2.72,3.4,6.8,0.0,9.52,1.36,24.48,1.36,23.8,3.328409090909091,2.7210884353741496,0.0,0.0,0.0
t,23,1,25,1.0869565217391304,6.4,90.43,98.7,17.84,20.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.049999999999999,0.0,13.049999999999999,4.521111111111111,4.3478260869565215,0.0,0.0,17.391304347826086
t,39,2,46,1.1794871794871795,6.2,85.52,38.2,48.76,60.52,2.56,0.0,5.13,0.0,12.82,2.56,0.0,10.26,5.13,12.82,2.56,15.38,3.8029999999999995,10.256410256410255,2.564102564102564,0.0,0.0
t,30,1,32,1.103448275862069,8.7,84.34,89.52,7.03,72.45,3.33,0.0,0.0,3.33,0.0,3.33,0.0,0.0,10.0,16.66,0.0,16.660000000000004,3.917142857142857,3.333333333333333,0.0,0.0,0.0
t,59,2,73,1.2586206896551724,11.1,67.42,77.08,76.13,91.11,5.08,0.0,0.0,0.0,8.47,1.69,0.0,6.78,3.38,16.94,0.0,20.330000000000002,3.7079999999999993,5.084745762711865,0.0,0.0,0.0
t,19,2,26,1.4444444444444444,4.4,79.26,6.22,8.42,92.27,5.26,0.0,0.0,10.53,10.53,0.0,0.0,21.049999999999997,5.26,0.0,0.0,5.26,4.001666666666666,5.263157894736842,0.0,0.0,0.0
t,41,2,57,1.4615384615384615,9.7,60.14,89.52,59.99,98.92,7.32,0.0,0.0,2.44,2.44,0.0,0.0,9.76,0.0,9.76,0.0,17.08,3.913333333333334,4.878048780487805,0.0,0.0,2.4390243902439024
t,41,2,58,1.4146341463414633,8.9,67.59,81.21,94.28,99.0,9.76,0.0,0.0,2.44,4.88,4.88,0.0,9.76,4.88,21.96,0.0,26.84,3.3871428571428575,4.878048780487805,0.0,0.0,0.0
t,64,4,84,1.3125,6.0,80.62,84.59,98.17,88.05,4.69,0.0,1.56,0.0,4.69,4.69,0.0,7.82,1.56,25.01,3.12,28.13,3.877727272727272,3.125,1.5625,1.5625,0.0
t,82,4,107,1.3048780487804879,7.7,76.05,55.8,98.7,76.91,3.66,0.0,2.44,3.66,7.32,13.41,0.0,12.200000000000001,1.22,14.64,0.0,4.890000000000001,2.9769565217391305,1.2195121951219512,0.0,0.0,1.2195121951219512
t,52,2,69,1.3269230769230769,9.9,70.47,91.94,89.39,20.23,0.0,0.0,5.77,0.0,1.92,3.85,0.0,9.62,1.92,15.389999999999999,0.0,11.54,3.5055,5.769230769230769,3.8461538461538463,0.0,0.0
t,16,1,24,1.5,8.4,63.7,99.0,54.55,96.74,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75,6.25,31.25,3.3214285714285716,0.0,0.0,0.0,0.0
t,19,1,23,1.2105263157894737,6.0,86.03,52.34,33.61,20.23,0.0,0.0,0.0,10.53,10.53,0.0,0.0,15.79,0.0,5.26,0.0,5.26,3.66,5.263157894736842,0.0,0.0,0.0
